"","group","country","units","year","amount"
"581","Coffee, roasted and instant ","Mexico","Million dollars","2018","37.9"
"582","Coffee, roasted and instant ","Mexico","Million dollars","2017","40.299999999999997"
"583","Coffee, roasted and instant ","Mexico","Million dollars","2016","37.1"
"584","Coffee, roasted and instant ","Mexico","Million dollars","2015","43.4"
"585","Coffee, roasted and instant ","Mexico","Million dollars","2014","30.4"
"586","Coffee, roasted and instant ","Mexico","Million dollars","2013","30.8"
"587","Coffee, roasted and instant ","Mexico","Million dollars","2012","27.9"
"588","Coffee, roasted and instant ","Mexico","Million dollars","2011","50.5"
"589","Coffee, roasted and instant ","Mexico","Million dollars","2010","32.9"
"590","Coffee, roasted and instant ","Mexico","Million dollars","2009","13.6"
"591","Coffee, roasted and instant ","Mexico","Million dollars","2008","3.8"
"592","Coffee, roasted and instant ","Mexico","Million dollars","2007","3.9"
"593","Coffee, roasted and instant ","Mexico","Million dollars","2006","4.9000000000000004"
"594","Coffee, roasted and instant ","Mexico","Million dollars","2005","16.7"
"595","Coffee, roasted and instant ","Mexico","Million dollars","2004","10.1"
"596","Coffee, roasted and instant ","Mexico","Million dollars","2003","3.9"
"597","Coffee, roasted and instant ","Mexico","Million dollars","2002","3.1"
"598","Coffee, roasted and instant ","Mexico","Million dollars","2001","4.3"
"599","Coffee, roasted and instant ","Mexico","Million dollars","2000","6.2"
"600","Coffee, roasted and instant ","Mexico","Million dollars","1999","6.7"
"601","Coffee, roasted and instant ","Rest of world","Million dollars","2023","133.6"
"602","Coffee, roasted and instant ","Rest of world","Million dollars","2022","138.69999999999999"
"603","Coffee, roasted and instant ","Rest of world","Million dollars","2021","102.6"
"604","Coffee, roasted and instant ","Rest of world","Million dollars","2020","101.5"
"605","Coffee, roasted and instant ","Rest of world","Million dollars","2019","117.3"
"606","Coffee, roasted and instant ","Rest of world","Million dollars","2018","94.2"
"607","Coffee, roasted and instant ","Rest of world","Million dollars","2017","90.4"
"608","Coffee, roasted and instant ","Rest of world","Million dollars","2016","83.5"
"609","Coffee, roasted and instant ","Rest of world","Million dollars","2015","74.599999999999994"
"610","Coffee, roasted and instant ","Rest of world","Million dollars","2014","78.3"
"611","Coffee, roasted and instant ","Rest of world","Million dollars","2013","96"
"612","Coffee, roasted and instant ","Rest of world","Million dollars","2012","130.69999999999999"
"613","Coffee, roasted and instant ","Rest of world","Million dollars","2011","116.9"
"614","Coffee, roasted and instant ","Rest of world","Million dollars","2010","84.3"
"615","Coffee, roasted and instant ","Rest of world","Million dollars","2009","91.6"
"616","Coffee, roasted and instant ","Rest of world","Million dollars","2008","110.6"
"617","Coffee, roasted and instant ","Rest of world","Million dollars","2007","102"
"618","Coffee, roasted and instant ","Rest of world","Million dollars","2006","102.1"
"619","Coffee, roasted and instant ","Rest of world","Million dollars","2005","94.7"
"620","Coffee, roasted and instant ","Rest of world","Million dollars","2004","71.7"
"621","Coffee, roasted and instant ","Rest of world","Million dollars","2003","61.2"
"622","Coffee, roasted and instant ","Rest of world","Million dollars","2002","57.2"
"623","Coffee, roasted and instant ","Rest of world","Million dollars","2001","54"
"624","Coffee, roasted and instant ","Rest of world","Million dollars","2000","67.2"
"625","Coffee, roasted and instant ","Rest of world","Million dollars","1999","68.400000000000006"
"626","Coffee, roasted and instant ","World","Million dollars","2023","2072.5"
"627","Coffee, roasted and instant ","World","Million dollars","2022","1854.6"
"628","Coffee, roasted and instant ","World","Million dollars","2021","1558.7"
"629","Coffee, roasted and instant ","World","Million dollars","2020","1113.7"
"630","Coffee, roasted and instant ","World","Million dollars","2019","1078.8"
"631","Coffee, roasted and instant ","World","Million dollars","2018","927.9"
"632","Coffee, roasted and instant ","World","Million dollars","2017","1000.7"
"633","Coffee, roasted and instant ","World","Million dollars","2016","833.1"
"634","Coffee, roasted and instant ","World","Million dollars","2015","782.9"
"635","Coffee, roasted and instant ","World","Million dollars","2014","659.3"
"636","Coffee, roasted and instant ","World","Million dollars","2013","653.6"
"637","Coffee, roasted and instant ","World","Million dollars","2012","724.2"
"638","Coffee, roasted and instant ","World","Million dollars","2011","744"
"639","Coffee, roasted and instant ","World","Million dollars","2010","504.7"
"640","Coffee, roasted and instant ","World","Million dollars","2009","371.4"
"641","Coffee, roasted and instant ","World","Million dollars","2008","316.2"
"642","Coffee, roasted and instant ","World","Million dollars","2007","276.2"
"643","Coffee, roasted and instant ","World","Million dollars","2006","251.3"
"644","Coffee, roasted and instant ","World","Million dollars","2005","253.7"
"645","Coffee, roasted and instant ","World","Million dollars","2004","196.5"
"646","Coffee, roasted and instant ","World","Million dollars","2003","164.5"
"647","Coffee, roasted and instant ","World","Million dollars","2002","154.9"
"648","Coffee, roasted and instant ","World","Million dollars","2001","158.5"
"649","Coffee, roasted and instant ","World","Million dollars","2000","179.1"
"650","Coffee, roasted and instant ","World","Million dollars","1999","180.1"
"651","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2023","113.1"
"652","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2022","112.3"
"653","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2021","109.8"
"654","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2020","97.2"
"655","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2019","102.7"
"656","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2018","88.6"
"657","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2017","93.2"
"658","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2016","85.2"
"659","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2015","76"
"660","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2014","68.3"
"661","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2013","69.5"
"662","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2012","74.599999999999994"
"663","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2011","75"
"664","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2010","63.7"
"665","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2009","50.9"
"666","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2008","42.1"
"667","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2007","42.8"
"668","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2006","44.8"
"669","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2005","46.9"
"670","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2004","41.4"
"671","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2003","41.2"
"672","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2002","39.9"
"673","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2001","38.200000000000003"
"674","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","2000","41.1"
"675","Coffee, roasted and instant ","World (quantity)","1,000 metric tons","1999","40.9"
"676","Coffee extracts and preparations ","Mexico","Million dollars","2023","190.8"
"677","Coffee extracts and preparations ","Mexico","Million dollars","2022","138.69999999999999"
"678","Coffee extracts and preparations ","Mexico","Million dollars","2021","100.4"
"679","Coffee extracts and preparations ","Mexico","Million dollars","2020","103.5"
"680","Coffee extracts and preparations ","Mexico","Million dollars","2019","102.9"
"681","Coffee extracts and preparations ","Mexico","Million dollars","2018","89.9"
"682","Coffee extracts and preparations ","Mexico","Million dollars","2017","94.5"
"683","Coffee extracts and preparations ","Mexico","Million dollars","2016","89.2"
"684","Coffee extracts and preparations ","Mexico","Million dollars","2015","102.4"
"685","Coffee extracts and preparations ","Mexico","Million dollars","2014","115.1"
"686","Coffee extracts and preparations ","Mexico","Million dollars","2013","134"
"687","Coffee extracts and preparations ","Mexico","Million dollars","2012","116.1"
"688","Coffee extracts and preparations ","Mexico","Million dollars","2011","99.5"
"689","Coffee extracts and preparations ","Mexico","Million dollars","2010","99"
"690","Coffee extracts and preparations ","Mexico","Million dollars","2009","93.1"
"691","Coffee extracts and preparations ","Mexico","Million dollars","2008","93.1"
"692","Coffee extracts and preparations ","Mexico","Million dollars","2007","83.9"
"693","Coffee extracts and preparations ","Mexico","Million dollars","2006","58.8"
"694","Coffee extracts and preparations ","Mexico","Million dollars","2005","49.5"
"695","Coffee extracts and preparations ","Mexico","Million dollars","2004","35.9"
"696","Coffee extracts and preparations ","Mexico","Million dollars","2003","32.299999999999997"
"697","Coffee extracts and preparations ","Mexico","Million dollars","2002","35.6"
"698","Coffee extracts and preparations ","Mexico","Million dollars","2001","32.799999999999997"
"699","Coffee extracts and preparations ","Mexico","Million dollars","2000","31.3"
"700","Coffee extracts and preparations ","Mexico","Million dollars","1999","27.4"
"701","Coffee extracts and preparations ","Colombia","Million dollars","2023","172.2"
"702","Coffee extracts and preparations ","Colombia","Million dollars","2022","190.2"
"703","Coffee extracts and preparations ","Colombia","Million dollars","2021","109.3"
"704","Coffee extracts and preparations ","Colombia","Million dollars","2020","91.2"
"705","Coffee extracts and preparations ","Colombia","Million dollars","2019","70.7"
"706","Coffee extracts and preparations ","Colombia","Million dollars","2018","63.2"
"707","Coffee extracts and preparations ","Colombia","Million dollars","2017","61.8"
"708","Coffee extracts and preparations ","Colombia","Million dollars","2016","63.7"
"709","Coffee extracts and preparations ","Colombia","Million dollars","2015","73.3"
"710","Coffee extracts and preparations ","Colombia","Million dollars","2014","71"
"711","Coffee extracts and preparations ","Colombia","Million dollars","2013","87"
"712","Coffee extracts and preparations ","Colombia","Million dollars","2012","91.9"
"713","Coffee extracts and preparations ","Colombia","Million dollars","2011","117.6"
"714","Coffee extracts and preparations ","Colombia","Million dollars","2010","100.6"
"715","Coffee extracts and preparations ","Colombia","Million dollars","2009","66.099999999999994"
"716","Coffee extracts and preparations ","Colombia","Million dollars","2008","30.8"
"717","Coffee extracts and preparations ","Colombia","Million dollars","2007","19.8"
"718","Coffee extracts and preparations ","Colombia","Million dollars","2006","24.8"
"719","Coffee extracts and preparations ","Colombia","Million dollars","2005","23.3"
"720","Coffee extracts and preparations ","Colombia","Million dollars","2004","13.8"
"721","Coffee extracts and preparations ","Colombia","Million dollars","2003","8.9"
"722","Coffee extracts and preparations ","Colombia","Million dollars","2002","8.3000000000000007"
"723","Coffee extracts and preparations ","Colombia","Million dollars","2001","12.1"
"724","Coffee extracts and preparations ","Colombia","Million dollars","2000","12"
"725","Coffee extracts and preparations ","Colombia","Million dollars","1999","16.2"
"726","Coffee extracts and preparations ","Brazil","Million dollars","2023","149.69999999999999"
"727","Coffee extracts and preparations ","Brazil","Million dollars","2022","150.5"
"728","Coffee extracts and preparations ","Brazil","Million dollars","2021","95.8"
"729","Coffee extracts and preparations ","Brazil","Million dollars","2020","108.6"
"730","Coffee extracts and preparations ","Brazil","Million dollars","2019","92.9"
"731","Coffee extracts and preparations ","Brazil","Million dollars","2018","100.9"
"732","Coffee extracts and preparations ","Brazil","Million dollars","2017","100.3"
"733","Coffee extracts and preparations ","Brazil","Million dollars","2016","82.3"
"734","Coffee extracts and preparations ","Brazil","Million dollars","2015","92.9"
"735","Coffee extracts and preparations ","Brazil","Million dollars","2014","97.2"
"736","Coffee extracts and preparations ","Brazil","Million dollars","2013","112.4"
"737","Coffee extracts and preparations ","Brazil","Million dollars","2012","97.3"
"738","Coffee extracts and preparations ","Brazil","Million dollars","2011","91.6"
"739","Coffee extracts and preparations ","Brazil","Million dollars","2010","72.2"
"740","Coffee extracts and preparations ","Brazil","Million dollars","2009","71.3"
"741","Coffee extracts and preparations ","Brazil","Million dollars","2008","79.900000000000006"
"742","Coffee extracts and preparations ","Brazil","Million dollars","2007","65.3"
"743","Coffee extracts and preparations ","Brazil","Million dollars","2006","52.1"
"744","Coffee extracts and preparations ","Brazil","Million dollars","2005","50.4"
"745","Coffee extracts and preparations ","Brazil","Million dollars","2004","31.5"
"746","Coffee extracts and preparations ","Brazil","Million dollars","2003","32.700000000000003"
"747","Coffee extracts and preparations ","Brazil","Million dollars","2002","23.5"
"748","Coffee extracts and preparations ","Brazil","Million dollars","2001","30.7"
"749","Coffee extracts and preparations ","Brazil","Million dollars","2000","35.1"
"750","Coffee extracts and preparations ","Brazil","Million dollars","1999","43.5"
"751","Coffee extracts and preparations ","India","Million dollars","2023","54.6"
"752","Coffee extracts and preparations ","India","Million dollars","2022","55.5"
"753","Coffee extracts and preparations ","India","Million dollars","2021","43.2"
"754","Coffee extracts and preparations ","India","Million dollars","2020","26.1"
"755","Coffee extracts and preparations ","India","Million dollars","2019","33.5"
"756","Coffee extracts and preparations ","India","Million dollars","2018","43.6"
"757","Coffee extracts and preparations ","India","Million dollars","2017","36.9"
"758","Coffee extracts and preparations ","India","Million dollars","2016","28.5"
"759","Coffee extracts and preparations ","India","Million dollars","2015","23.3"
"760","Coffee extracts and preparations ","India","Million dollars","2014","26.8"
"761","Coffee extracts and preparations ","India","Million dollars","2013","30.8"
"762","Coffee extracts and preparations ","India","Million dollars","2012","25"
"763","Coffee extracts and preparations ","India","Million dollars","2011","8.8000000000000007"
"764","Coffee extracts and preparations ","India","Million dollars","2010","10.3"
"765","Coffee extracts and preparations ","India","Million dollars","2009","3.9"
"766","Coffee extracts and preparations ","India","Million dollars","2008","3.3"
"767","Coffee extracts and preparations ","India","Million dollars","2007","2.4"
"768","Coffee extracts and preparations ","India","Million dollars","2006","1.7"
"769","Coffee extracts and preparations ","India","Million dollars","2005","0.2"
"770","Coffee extracts and preparations ","India","Million dollars","2004","0.5"
"771","Coffee extracts and preparations ","India","Million dollars","2003","0.2"
"772","Coffee extracts and preparations ","India","Million dollars","2002","0.1"
"773","Coffee extracts and preparations ","India","Million dollars","2001","0.1"
"774","Coffee extracts and preparations ","India","Million dollars","2000","0.1"
"775","Coffee extracts and preparations ","India","Million dollars","1999","0.1"
"776","Coffee extracts and preparations ","Rest of world","Million dollars","2023","211.1"
"777","Coffee extracts and preparations ","Rest of world","Million dollars","2022","232.4"
"778","Coffee extracts and preparations ","Rest of world","Million dollars","2021","143.30000000000001"
"779","Coffee extracts and preparations ","Rest of world","Million dollars","2020","159.1"
"780","Coffee extracts and preparations ","Rest of world","Million dollars","2019","108.4"
"781","Coffee extracts and preparations ","Rest of world","Million dollars","2018","91.5"
"782","Coffee extracts and preparations ","Rest of world","Million dollars","2017","94.9"
"783","Coffee extracts and preparations ","Rest of world","Million dollars","2016","87.9"
"784","Coffee extracts and preparations ","Rest of world","Million dollars","2015","114.2"
"785","Coffee extracts and preparations ","Rest of world","Million dollars","2014","138.69999999999999"
"786","Coffee extracts and preparations ","Rest of world","Million dollars","2013","125.7"
"787","Coffee extracts and preparations ","Rest of world","Million dollars","2012","160.9"
"788","Coffee extracts and preparations ","Rest of world","Million dollars","2011","133.6"
"789","Coffee extracts and preparations ","Rest of world","Million dollars","2010","104.8"
"790","Coffee extracts and preparations ","Rest of world","Million dollars","2009","92"
"791","Coffee extracts and preparations ","Rest of world","Million dollars","2008","88"
"792","Coffee extracts and preparations ","Rest of world","Million dollars","2007","86.2"
"793","Coffee extracts and preparations ","Rest of world","Million dollars","2006","97.9"
"794","Coffee extracts and preparations ","Rest of world","Million dollars","2005","99.5"
"795","Coffee extracts and preparations ","Rest of world","Million dollars","2004","120.7"
"796","Coffee extracts and preparations ","Rest of world","Million dollars","2003","110.5"
"797","Coffee extracts and preparations ","Rest of world","Million dollars","2002","104.4"
"798","Coffee extracts and preparations ","Rest of world","Million dollars","2001","88.3"
"799","Coffee extracts and preparations ","Rest of world","Million dollars","2000","95.7"
"800","Coffee extracts and preparations ","Rest of world","Million dollars","1999","94.8"
"801","Coffee extracts and preparations ","World","Million dollars","2023","778.4"
"802","Coffee extracts and preparations ","World","Million dollars","2022","767.3"
"803","Coffee extracts and preparations ","World","Million dollars","2021","492"
"804","Coffee extracts and preparations ","World","Million dollars","2020","488.5"
"805","Coffee extracts and preparations ","World","Million dollars","2019","408.4"
"806","Coffee extracts and preparations ","World","Million dollars","2018","389.1"
"807","Coffee extracts and preparations ","World","Million dollars","2017","388.4"
"808","Coffee extracts and preparations ","World","Million dollars","2016","351.6"
"809","Coffee extracts and preparations ","World","Million dollars","2015","406.1"
"810","Coffee extracts and preparations ","World","Million dollars","2014","448.8"
"811","Coffee extracts and preparations ","World","Million dollars","2013","489.9"
"812","Coffee extracts and preparations ","World","Million dollars","2012","491.2"
"813","Coffee extracts and preparations ","World","Million dollars","2011","451.1"
"814","Coffee extracts and preparations ","World","Million dollars","2010","386.9"
"815","Coffee extracts and preparations ","World","Million dollars","2009","326.39999999999998"
"816","Coffee extracts and preparations ","World","Million dollars","2008","295.10000000000002"
"817","Coffee extracts and preparations ","World","Million dollars","2007","257.60000000000002"
"818","Coffee extracts and preparations ","World","Million dollars","2006","235.3"
"819","Coffee extracts and preparations ","World","Million dollars","2005","222.9"
"820","Coffee extracts and preparations ","World","Million dollars","2004","202.4"
"821","Coffee extracts and preparations ","World","Million dollars","2003","184.6"
"822","Coffee extracts and preparations ","World","Million dollars","2002","171.9"
"823","Coffee extracts and preparations ","World","Million dollars","2001","164"
"824","Coffee extracts and preparations ","World","Million dollars","2000","174.2"
"825","Coffee extracts and preparations ","World","Million dollars","1999","182"
"826","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2023","76.900000000000006"
"827","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2022","89.1"
"828","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2021","66.900000000000006"
"829","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2020","70.900000000000006"
"830","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2019","60.3"
"831","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2018","53.1"
"832","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2017","52.3"
"833","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2016","48.4"
"834","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2015","48.4"
"835","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2014","49.6"
"836","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2013","49.2"
"837","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2012","45.8"
"838","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2011","44.4"
"839","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2010","47"
"840","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2009","42.4"
"841","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2008","40.9"
"842","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2007","38.700000000000003"
"843","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2006","39.700000000000003"
"844","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2005","48.6"
"845","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2004","44"
"846","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2003","42.8"
"847","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2002","37"
"848","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2001","34.1"
"849","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","2000","33.700000000000003"
"850","Coffee extracts and preparations ","World (quantity)","1,000 metric tons","1999","34.700000000000003"
"851","Tea and mate","Japan","Million dollars","2023","108.4"
"852","Tea and mate","Japan","Million dollars","2022","84.7"
"853","Tea and mate","Japan","Million dollars","2021","95"
"854","Tea and mate","Japan","Million dollars","2020","81.599999999999994"
"855","Tea and mate","Japan","Million dollars","2019","62.4"
"856","Tea and mate","Japan","Million dollars","2018","63"
"857","Tea and mate","Japan","Million dollars","2017","52.7"
"858","Tea and mate","Japan","Million dollars","2016","45.5"
"859","Tea and mate","Japan","Million dollars","2015","37.799999999999997"
"860","Tea and mate","Japan","Million dollars","2014","31.7"
"861","Tea and mate","Japan","Million dollars","2013","34"
"862","Tea and mate","Japan","Million dollars","2012","30"
"863","Tea and mate","Japan","Million dollars","2011","32.299999999999997"
"864","Tea and mate","Japan","Million dollars","2010","24.7"
"865","Tea and mate","Japan","Million dollars","2009","21.9"
"866","Tea and mate","Japan","Million dollars","2008","19"
"867","Tea and mate","Japan","Million dollars","2007","19.100000000000001"
"868","Tea and mate","Japan","Million dollars","2006","18.5"
"869","Tea and mate","Japan","Million dollars","2005","10.4"
"870","Tea and mate","Japan","Million dollars","2004","5.7"
"871","Tea and mate","Japan","Million dollars","2003","5.4"
"872","Tea and mate","Japan","Million dollars","2002","4.5"
"873","Tea and mate","Japan","Million dollars","2001","3.5"
"874","Tea and mate","Japan","Million dollars","2000","4"
"875","Tea and mate","Japan","Million dollars","1999","3.7"
"876","Tea and mate","China","Million dollars","2023","99.3"
"877","Tea and mate","China","Million dollars","2022","115.9"
"878","Tea and mate","China","Million dollars","2021","111.6"
"879","Tea and mate","China","Million dollars","2020","107.5"
"880","Tea and mate","China","Million dollars","2019","125.2"
"881","Tea and mate","China","Million dollars","2018","132.9"
"882","Tea and mate","China","Million dollars","2017","125.3"
"883","Tea and mate","China","Million dollars","2016","136.80000000000001"
"884","Tea and mate","China","Million dollars","2015","124.4"
"885","Tea and mate","China","Million dollars","2014","118.1"
"886","Tea and mate","China","Million dollars","2013","128.1"
"887","Tea and mate","China","Million dollars","2012","126"
"888","Tea and mate","China","Million dollars","2011","102.6"
"889","Tea and mate","China","Million dollars","2010","82.3"
"890","Tea and mate","China","Million dollars","2009","66.8"
"891","Tea and mate","China","Million dollars","2008","80.5"
"892","Tea and mate","China","Million dollars","2007","70.8"
"893","Tea and mate","China","Million dollars","2006","60.7"
"894","Tea and mate","China","Million dollars","2005","47.7"
"895","Tea and mate","China","Million dollars","2004","38.4"
"896","Tea and mate","China","Million dollars","2003","35.299999999999997"
"897","Tea and mate","China","Million dollars","2002","27.4"
"898","Tea and mate","China","Million dollars","2001","21.4"
"899","Tea and mate","China","Million dollars","2000","20.399999999999999"
"900","Tea and mate","China","Million dollars","1999","24.5"
"901","Tea and mate","Canada","Million dollars","2023","92.3"
"902","Tea and mate","Canada","Million dollars","2022","88.5"
"903","Tea and mate","Canada","Million dollars","2021","81"
"904","Tea and mate","Canada","Million dollars","2020","96.2"
"905","Tea and mate","Canada","Million dollars","2019","96.7"
"906","Tea and mate","Canada","Million dollars","2018","85.9"
"907","Tea and mate","Canada","Million dollars","2017","96.7"
"908","Tea and mate","Canada","Million dollars","2016","87.6"
"909","Tea and mate","Canada","Million dollars","2015","86.1"
"910","Tea and mate","Canada","Million dollars","2014","87.6"
"911","Tea and mate","Canada","Million dollars","2013","101.3"
"912","Tea and mate","Canada","Million dollars","2012","105.6"
"913","Tea and mate","Canada","Million dollars","2011","106"
"914","Tea and mate","Canada","Million dollars","2010","103.8"
"915","Tea and mate","Canada","Million dollars","2009","91.4"
"916","Tea and mate","Canada","Million dollars","2008","73.900000000000006"
"917","Tea and mate","Canada","Million dollars","2007","68.3"
"918","Tea and mate","Canada","Million dollars","2006","65.2"
"919","Tea and mate","Canada","Million dollars","2005","61.7"
"920","Tea and mate","Canada","Million dollars","2004","62.9"
"921","Tea and mate","Canada","Million dollars","2003","53.3"
"922","Tea and mate","Canada","Million dollars","2002","53.4"
"923","Tea and mate","Canada","Million dollars","2001","52.5"
"924","Tea and mate","Canada","Million dollars","2000","46"
"925","Tea and mate","Canada","Million dollars","1999","37"
"926","Tea and mate","India","Million dollars","2023","71.900000000000006"
"927","Tea and mate","India","Million dollars","2022","83"
"928","Tea and mate","India","Million dollars","2021","85"
"929","Tea and mate","India","Million dollars","2020","70.400000000000006"
"930","Tea and mate","India","Million dollars","2019","67.599999999999994"
"931","Tea and mate","India","Million dollars","2018","60.7"
"932","Tea and mate","India","Million dollars","2017","69.099999999999994"
"933","Tea and mate","India","Million dollars","2016","66.3"
"934","Tea and mate","India","Million dollars","2015","65.099999999999994"
"935","Tea and mate","India","Million dollars","2014","66.7"
"936","Tea and mate","India","Million dollars","2013","69"
"937","Tea and mate","India","Million dollars","2012","59"
"938","Tea and mate","India","Million dollars","2011","65.2"
"939","Tea and mate","India","Million dollars","2010","58.7"
"940","Tea and mate","India","Million dollars","2009","50.3"
"941","Tea and mate","India","Million dollars","2008","48.9"
"942","Tea and mate","India","Million dollars","2007","39.5"
"943","Tea and mate","India","Million dollars","2006","42.6"
"944","Tea and mate","India","Million dollars","2005","36.799999999999997"
"945","Tea and mate","India","Million dollars","2004","28.5"
"946","Tea and mate","India","Million dollars","2003","29"
"947","Tea and mate","India","Million dollars","2002","23.5"
"948","Tea and mate","India","Million dollars","2001","23.1"
"949","Tea and mate","India","Million dollars","2000","21.4"
"950","Tea and mate","India","Million dollars","1999","20.3"
"951","Tea and mate","Rest of world","Million dollars","2023","371.3"
"952","Tea and mate","Rest of world","Million dollars","2022","382.7"
"953","Tea and mate","Rest of world","Million dollars","2021","346.7"
"954","Tea and mate","Rest of world","Million dollars","2020","303.60000000000002"
"955","Tea and mate","Rest of world","Million dollars","2019","309.5"
"956","Tea and mate","Rest of world","Million dollars","2018","294.89999999999998"
"957","Tea and mate","Rest of world","Million dollars","2017","300.7"
"958","Tea and mate","Rest of world","Million dollars","2016","312.8"
"959","Tea and mate","Rest of world","Million dollars","2015","304.7"
"960","Tea and mate","Rest of world","Million dollars","2014","312.60000000000002"
"961","Tea and mate","Rest of world","Million dollars","2013","294"
"962","Tea and mate","Rest of world","Million dollars","2012","268.7"
"963","Tea and mate","Rest of world","Million dollars","2011","263.3"
"964","Tea and mate","Rest of world","Million dollars","2010","250"
"965","Tea and mate","Rest of world","Million dollars","2009","209.8"
"966","Tea and mate","Rest of world","Million dollars","2008","217.2"
"967","Tea and mate","Rest of world","Million dollars","2007","203.1"
"968","Tea and mate","Rest of world","Million dollars","2006","192.5"
"969","Tea and mate","Rest of world","Million dollars","2005","174.1"
"970","Tea and mate","Rest of world","Million dollars","2004","157.69999999999999"
"971","Tea and mate","Rest of world","Million dollars","2003","143.19999999999999"
"972","Tea and mate","Rest of world","Million dollars","2002","137.19999999999999"
"973","Tea and mate","Rest of world","Million dollars","2001","135.69999999999999"
"974","Tea and mate","Rest of world","Million dollars","2000","126.7"
"975","Tea and mate","Rest of world","Million dollars","1999","127.1"
"976","Tea and mate","World","Million dollars","2023","743.2"
"977","Tea and mate","World","Million dollars","2022","754.8"
"978","Tea and mate","World","Million dollars","2021","719.3"
"979","Tea and mate","World","Million dollars","2020","659.3"
"980","Tea and mate","World","Million dollars","2019","661.4"
"981","Tea and mate","World","Million dollars","2018","637.4"
"982","Tea and mate","World","Million dollars","2017","644.5"
"983","Tea and mate","World","Million dollars","2016","649"
"984","Tea and mate","World","Million dollars","2015","618.1"
"985","Tea and mate","World","Million dollars","2014","616.70000000000005"
"986","Tea and mate","World","Million dollars","2013","626.4"
"987","Tea and mate","World","Million dollars","2012","589.29999999999995"
"988","Tea and mate","World","Million dollars","2011","569.4"
"989","Tea and mate","World","Million dollars","2010","519.5"
"990","Tea and mate","World","Million dollars","2009","440.2"
"991","Tea and mate","World","Million dollars","2008","439.5"
"992","Tea and mate","World","Million dollars","2007","400.8"
"993","Tea and mate","World","Million dollars","2006","379.5"
"994","Tea and mate","World","Million dollars","2005","330.7"
"995","Tea and mate","World","Million dollars","2004","293.2"
"996","Tea and mate","World","Million dollars","2003","266.2"
"997","Tea and mate","World","Million dollars","2002","246"
"998","Tea and mate","World","Million dollars","2001","236.2"
"999","Tea and mate","World","Million dollars","2000","218.5"
"1000","Tea and mate","World","Million dollars","1999","212.6"
"1001","Tea and mate","World (quantity)","1,000 metric tons","2023","183.1"
"1002","Tea and mate","World (quantity)","1,000 metric tons","2022","199.8"
"1003","Tea and mate","World (quantity)","1,000 metric tons","2021","186.9"
"1004","Tea and mate","World (quantity)","1,000 metric tons","2020","181"
"1005","Tea and mate","World (quantity)","1,000 metric tons","2019","188.6"
"1006","Tea and mate","World (quantity)","1,000 metric tons","2018","181"
