"","group","country","units","year","amount"
"454","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2020","393.8"
"455","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2019","424.3"
"456","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2018","423.1"
"457","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2017","402.5"
"458","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2016","399"
"459","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2015","364.7"
"460","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2014","329.1"
"461","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2013","344.8"
"462","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2012","335.9"
"463","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2011","332.2"
"464","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2010","348.7"
"465","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2009","342.8"
"466","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2008","349.1"
"467","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2007","353.6"
"468","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2006","361.8"
"469","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2005","350.5"
"470","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2004","336"
"471","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2003","347.5"
"472","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2002","348.7"
"473","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2001","358"
"474","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","2000","362.8"
"475","Whole fish--fresh, chilled, or frozen ","World (quantity)","1,000 metric tons","1999","385.8"
"476","Fish fillets and mince","Chile","Million dollars","2023","2889.7"
"477","Fish fillets and mince","Chile","Million dollars","2022","2894"
"478","Fish fillets and mince","Chile","Million dollars","2021","2400.1999999999998"
"479","Fish fillets and mince","Chile","Million dollars","2020","1823.8"
"480","Fish fillets and mince","Chile","Million dollars","2019","1893.8"
"481","Fish fillets and mince","Chile","Million dollars","2018","1820.1"
"482","Fish fillets and mince","Chile","Million dollars","2017","1652"
"483","Fish fillets and mince","Chile","Million dollars","2016","1385.8"
"484","Fish fillets and mince","Chile","Million dollars","2015","1214.5999999999999"
"485","Fish fillets and mince","Chile","Million dollars","2014","1459.7"
"486","Fish fillets and mince","Chile","Million dollars","2013","1219.5"
"487","Fish fillets and mince","Chile","Million dollars","2012","884.8"
"488","Fish fillets and mince","Chile","Million dollars","2011","751.3"
"489","Fish fillets and mince","Chile","Million dollars","2010","468.2"
"490","Fish fillets and mince","Chile","Million dollars","2009","591.29999999999995"
"491","Fish fillets and mince","Chile","Million dollars","2008","846.8"
"492","Fish fillets and mince","Chile","Million dollars","2007","881.9"
"493","Fish fillets and mince","Chile","Million dollars","2006","816"
"494","Fish fillets and mince","Chile","Million dollars","2005","635.4"
"495","Fish fillets and mince","Chile","Million dollars","2004","551.70000000000005"
"496","Fish fillets and mince","Chile","Million dollars","2003","546.29999999999995"
"497","Fish fillets and mince","Chile","Million dollars","2002","422.8"
"498","Fish fillets and mince","Chile","Million dollars","2001","395.9"
"499","Fish fillets and mince","Chile","Million dollars","2000","377"
"500","Fish fillets and mince","Chile","Million dollars","1999","263.5"
"501","Fish fillets and mince","China","Million dollars","2023","979.3"
"502","Fish fillets and mince","China","Million dollars","2022","1237.5"
"503","Fish fillets and mince","China","Million dollars","2021","981.6"
"504","Fish fillets and mince","China","Million dollars","2020","1082.5999999999999"
"505","Fish fillets and mince","China","Million dollars","2019","1134.7"
"506","Fish fillets and mince","China","Million dollars","2018","1362.3"
"507","Fish fillets and mince","China","Million dollars","2017","1277.0999999999999"
"508","Fish fillets and mince","China","Million dollars","2016","1245.8"
"509","Fish fillets and mince","China","Million dollars","2015","1404.5"
"510","Fish fillets and mince","China","Million dollars","2014","1583.2"
"511","Fish fillets and mince","China","Million dollars","2013","1449.4"
"512","Fish fillets and mince","China","Million dollars","2012","1472.5"
"513","Fish fillets and mince","China","Million dollars","2011","1466.4"
"514","Fish fillets and mince","China","Million dollars","2010","1319.7"
"515","Fish fillets and mince","China","Million dollars","2009","1165.8"
"516","Fish fillets and mince","China","Million dollars","2008","1210.5"
"517","Fish fillets and mince","China","Million dollars","2007","1116.4000000000001"
"518","Fish fillets and mince","China","Million dollars","2006","941.2"
"519","Fish fillets and mince","China","Million dollars","2005","716"
"520","Fish fillets and mince","China","Million dollars","2004","517"
"521","Fish fillets and mince","China","Million dollars","2003","392.2"
"522","Fish fillets and mince","China","Million dollars","2002","330.7"
"523","Fish fillets and mince","China","Million dollars","2001","241.8"
"524","Fish fillets and mince","China","Million dollars","2000","255.2"
"525","Fish fillets and mince","China","Million dollars","1999","192.4"
"526","Fish fillets and mince","Norway","Million dollars","2023","952.7"
"527","Fish fillets and mince","Norway","Million dollars","2022","880.1"
"528","Fish fillets and mince","Norway","Million dollars","2021","694.9"
"529","Fish fillets and mince","Norway","Million dollars","2020","531.1"
"530","Fish fillets and mince","Norway","Million dollars","2019","524.70000000000005"
"531","Fish fillets and mince","Norway","Million dollars","2018","519.4"
"532","Fish fillets and mince","Norway","Million dollars","2017","492.5"
"533","Fish fillets and mince","Norway","Million dollars","2016","383.9"
"534","Fish fillets and mince","Norway","Million dollars","2015","295.8"
"535","Fish fillets and mince","Norway","Million dollars","2014","279.89999999999998"
"536","Fish fillets and mince","Norway","Million dollars","2013","188.2"
"537","Fish fillets and mince","Norway","Million dollars","2012","149.19999999999999"
"538","Fish fillets and mince","Norway","Million dollars","2011","225.6"
"539","Fish fillets and mince","Norway","Million dollars","2010","398.9"
"540","Fish fillets and mince","Norway","Million dollars","2009","237.9"
"541","Fish fillets and mince","Norway","Million dollars","2008","50"
"542","Fish fillets and mince","Norway","Million dollars","2007","68"
"543","Fish fillets and mince","Norway","Million dollars","2006","66.599999999999994"
"544","Fish fillets and mince","Norway","Million dollars","2005","38.5"
"545","Fish fillets and mince","Norway","Million dollars","2004","46.5"
"546","Fish fillets and mince","Norway","Million dollars","2003","61.6"
"547","Fish fillets and mince","Norway","Million dollars","2002","62.6"
"548","Fish fillets and mince","Norway","Million dollars","2001","62.1"
"549","Fish fillets and mince","Norway","Million dollars","2000","81.2"
"550","Fish fillets and mince","Norway","Million dollars","1999","101.9"
"551","Fish fillets and mince","Vietnam","Million dollars","2023","521.29999999999995"
"552","Fish fillets and mince","Vietnam","Million dollars","2022","973.3"
"553","Fish fillets and mince","Vietnam","Million dollars","2021","556.1"
"554","Fish fillets and mince","Vietnam","Million dollars","2020","418.3"
"555","Fish fillets and mince","Vietnam","Million dollars","2019","569.9"
"556","Fish fillets and mince","Vietnam","Million dollars","2018","711"
"557","Fish fillets and mince","Vietnam","Million dollars","2017","509.5"
"558","Fish fillets and mince","Vietnam","Million dollars","2016","494.1"
"559","Fish fillets and mince","Vietnam","Million dollars","2015","422.7"
"560","Fish fillets and mince","Vietnam","Million dollars","2014","389.3"
"561","Fish fillets and mince","Vietnam","Million dollars","2013","401.9"
"562","Fish fillets and mince","Vietnam","Million dollars","2012","427"
"563","Fish fillets and mince","Vietnam","Million dollars","2011","348.7"
"564","Fish fillets and mince","Vietnam","Million dollars","2010","179.8"
"565","Fish fillets and mince","Vietnam","Million dollars","2009","146.5"
"566","Fish fillets and mince","Vietnam","Million dollars","2008","110.4"
"567","Fish fillets and mince","Vietnam","Million dollars","2007","89.9"
"568","Fish fillets and mince","Vietnam","Million dollars","2006","80.599999999999994"
"569","Fish fillets and mince","Vietnam","Million dollars","2005","61.3"
"570","Fish fillets and mince","Vietnam","Million dollars","2004","78.2"
"571","Fish fillets and mince","Vietnam","Million dollars","2003","56.5"
"572","Fish fillets and mince","Vietnam","Million dollars","2002","69.2"
"573","Fish fillets and mince","Vietnam","Million dollars","2001","41.7"
"574","Fish fillets and mince","Vietnam","Million dollars","2000","32.6"
"575","Fish fillets and mince","Vietnam","Million dollars","1999","15.6"
"576","Fish fillets and mince","Indonesia","Million dollars","2023","374.1"
"577","Fish fillets and mince","Indonesia","Million dollars","2022","435.8"
"578","Fish fillets and mince","Indonesia","Million dollars","2021","293.89999999999998"
"579","Fish fillets and mince","Indonesia","Million dollars","2020","277"
"580","Fish fillets and mince","Indonesia","Million dollars","2019","314.8"
"581","Fish fillets and mince","Indonesia","Million dollars","2018","256.60000000000002"
"582","Fish fillets and mince","Indonesia","Million dollars","2017","226.2"
"583","Fish fillets and mince","Indonesia","Million dollars","2016","205.9"
"584","Fish fillets and mince","Indonesia","Million dollars","2015","236.6"
"585","Fish fillets and mince","Indonesia","Million dollars","2014","224.7"
"586","Fish fillets and mince","Indonesia","Million dollars","2013","218.4"
"587","Fish fillets and mince","Indonesia","Million dollars","2012","256.8"
"588","Fish fillets and mince","Indonesia","Million dollars","2011","178.9"
"589","Fish fillets and mince","Indonesia","Million dollars","2010","203.7"
"590","Fish fillets and mince","Indonesia","Million dollars","2009","170.5"
"591","Fish fillets and mince","Indonesia","Million dollars","2008","162.4"
"592","Fish fillets and mince","Indonesia","Million dollars","2007","136.6"
"593","Fish fillets and mince","Indonesia","Million dollars","2006","105.6"
"594","Fish fillets and mince","Indonesia","Million dollars","2005","99.7"
"595","Fish fillets and mince","Indonesia","Million dollars","2004","72.599999999999994"
"596","Fish fillets and mince","Indonesia","Million dollars","2003","72.3"
"597","Fish fillets and mince","Indonesia","Million dollars","2002","62.1"
"598","Fish fillets and mince","Indonesia","Million dollars","2001","56.9"
"599","Fish fillets and mince","Indonesia","Million dollars","2000","49.5"
"600","Fish fillets and mince","Indonesia","Million dollars","1999","29.1"
"601","Fish fillets and mince","Canada","Million dollars","2023","282.39999999999998"
"602","Fish fillets and mince","Canada","Million dollars","2022","311.10000000000002"
"603","Fish fillets and mince","Canada","Million dollars","2021","315.5"
"604","Fish fillets and mince","Canada","Million dollars","2020","252.7"
"605","Fish fillets and mince","Canada","Million dollars","2019","262.8"
"606","Fish fillets and mince","Canada","Million dollars","2018","287.89999999999998"
"607","Fish fillets and mince","Canada","Million dollars","2017","272.39999999999998"
"608","Fish fillets and mince","Canada","Million dollars","2016","271.8"
"609","Fish fillets and mince","Canada","Million dollars","2015","224.6"
"610","Fish fillets and mince","Canada","Million dollars","2014","213"
"611","Fish fillets and mince","Canada","Million dollars","2013","225"
"612","Fish fillets and mince","Canada","Million dollars","2012","212.4"
"613","Fish fillets and mince","Canada","Million dollars","2011","247.3"
"614","Fish fillets and mince","Canada","Million dollars","2010","267.3"
"615","Fish fillets and mince","Canada","Million dollars","2009","221"
"616","Fish fillets and mince","Canada","Million dollars","2008","241.1"
"617","Fish fillets and mince","Canada","Million dollars","2007","215.1"
"618","Fish fillets and mince","Canada","Million dollars","2006","221.6"
"619","Fish fillets and mince","Canada","Million dollars","2005","276.10000000000002"
"620","Fish fillets and mince","Canada","Million dollars","2004","294"
"621","Fish fillets and mince","Canada","Million dollars","2003","315.7"
"622","Fish fillets and mince","Canada","Million dollars","2002","326.8"
"623","Fish fillets and mince","Canada","Million dollars","2001","315.7"
"624","Fish fillets and mince","Canada","Million dollars","2000","298.3"
"625","Fish fillets and mince","Canada","Million dollars","1999","287"
"626","Fish fillets and mince","Rest of world","Million dollars","2023","1915.8"
"627","Fish fillets and mince","Rest of world","Million dollars","2022","2115.6999999999998"
"628","Fish fillets and mince","Rest of world","Million dollars","2021","1590.7"
"629","Fish fillets and mince","Rest of world","Million dollars","2020","1221.7"
"630","Fish fillets and mince","Rest of world","Million dollars","2019","1265.4000000000001"
"631","Fish fillets and mince","Rest of world","Million dollars","2018","1299.5999999999999"
"632","Fish fillets and mince","Rest of world","Million dollars","2017","1308.2"
"633","Fish fillets and mince","Rest of world","Million dollars","2016","1249.5"
"634","Fish fillets and mince","Rest of world","Million dollars","2015","1238.9000000000001"
"635","Fish fillets and mince","Rest of world","Million dollars","2014","1180.2"
"636","Fish fillets and mince","Rest of world","Million dollars","2013","1080.9000000000001"
"637","Fish fillets and mince","Rest of world","Million dollars","2012","1242.4000000000001"
"638","Fish fillets and mince","Rest of world","Million dollars","2011","1026.5999999999999"
"639","Fish fillets and mince","Rest of world","Million dollars","2010","924.4"
"640","Fish fillets and mince","Rest of world","Million dollars","2009","843.1"
"641","Fish fillets and mince","Rest of world","Million dollars","2008","817.1"
"642","Fish fillets and mince","Rest of world","Million dollars","2007","821"
"643","Fish fillets and mince","Rest of world","Million dollars","2006","754.2"
"644","Fish fillets and mince","Rest of world","Million dollars","2005","759.7"
"645","Fish fillets and mince","Rest of world","Million dollars","2004","745.9"
"646","Fish fillets and mince","Rest of world","Million dollars","2003","680.1"
"647","Fish fillets and mince","Rest of world","Million dollars","2002","696.8"
"648","Fish fillets and mince","Rest of world","Million dollars","2001","661.3"
"649","Fish fillets and mince","Rest of world","Million dollars","2000","765.2"
"650","Fish fillets and mince","Rest of world","Million dollars","1999","812.4"
"651","Fish fillets and mince","World","Million dollars","2023","7915.3"
"652","Fish fillets and mince","World","Million dollars","2022","8847.5"
"653","Fish fillets and mince","World","Million dollars","2021","6832.9"
"654","Fish fillets and mince","World","Million dollars","2020","5607.2"
"655","Fish fillets and mince","World","Million dollars","2019","5966.1"
"656","Fish fillets and mince","World","Million dollars","2018","6256.9"
"657","Fish fillets and mince","World","Million dollars","2017","5737.9"
"658","Fish fillets and mince","World","Million dollars","2016","5236.8"
"659","Fish fillets and mince","World","Million dollars","2015","5037.7"
"660","Fish fillets and mince","World","Million dollars","2014","5330"
"661","Fish fillets and mince","World","Million dollars","2013","4783.3"
"662","Fish fillets and mince","World","Million dollars","2012","4645.1000000000004"
"663","Fish fillets and mince","World","Million dollars","2011","4244.8"
"664","Fish fillets and mince","World","Million dollars","2010","3762"
"665","Fish fillets and mince","World","Million dollars","2009","3376.1"
"666","Fish fillets and mince","World","Million dollars","2008","3438.3"
"667","Fish fillets and mince","World","Million dollars","2007","3328.9"
"668","Fish fillets and mince","World","Million dollars","2006","2985.8"
"669","Fish fillets and mince","World","Million dollars","2005","2586.6999999999998"
"670","Fish fillets and mince","World","Million dollars","2004","2305.9"
"671","Fish fillets and mince","World","Million dollars","2003","2124.6999999999998"
"672","Fish fillets and mince","World","Million dollars","2002","1971"
"673","Fish fillets and mince","World","Million dollars","2001","1775.4"
"674","Fish fillets and mince","World","Million dollars","2000","1859"
"675","Fish fillets and mince","World","Million dollars","1999","1701.9"
"676","Fish fillets and mince","World (quantity)","1,000 metric tons","2023","807.9"
"677","Fish fillets and mince","World (quantity)","1,000 metric tons","2022","913.7"
"678","Fish fillets and mince","World (quantity)","1,000 metric tons","2021","828.6"
"679","Fish fillets and mince","World (quantity)","1,000 metric tons","2020","770.2"
"680","Fish fillets and mince","World (quantity)","1,000 metric tons","2019","750.6"
"681","Fish fillets and mince","World (quantity)","1,000 metric tons","2018","804"
"682","Fish fillets and mince","World (quantity)","1,000 metric tons","2017","766.8"
"683","Fish fillets and mince","World (quantity)","1,000 metric tons","2016","787.9"
"684","Fish fillets and mince","World (quantity)","1,000 metric tons","2015","784"
"685","Fish fillets and mince","World (quantity)","1,000 metric tons","2014","777"
"686","Fish fillets and mince","World (quantity)","1,000 metric tons","2013","763.9"
"687","Fish fillets and mince","World (quantity)","1,000 metric tons","2012","751.3"
"688","Fish fillets and mince","World (quantity)","1,000 metric tons","2011","684.3"
"689","Fish fillets and mince","World (quantity)","1,000 metric tons","2010","662.4"
"690","Fish fillets and mince","World (quantity)","1,000 metric tons","2009","633.29999999999995"
"691","Fish fillets and mince","World (quantity)","1,000 metric tons","2008","622.29999999999995"
"692","Fish fillets and mince","World (quantity)","1,000 metric tons","2007","646.79999999999995"
"693","Fish fillets and mince","World (quantity)","1,000 metric tons","2006","603.79999999999995"
"694","Fish fillets and mince","World (quantity)","1,000 metric tons","2005","583.6"
"695","Fish fillets and mince","World (quantity)","1,000 metric tons","2004","547.5"
"696","Fish fillets and mince","World (quantity)","1,000 metric tons","2003","511.2"
"697","Fish fillets and mince","World (quantity)","1,000 metric tons","2002","487.8"
"698","Fish fillets and mince","World (quantity)","1,000 metric tons","2001","427.3"
"699","Fish fillets and mince","World (quantity)","1,000 metric tons","2000","425.9"
"700","Fish fillets and mince","World (quantity)","1,000 metric tons","1999","403.4"
"701","Shellfish, fresh or frozen ","Canada","Million dollars","2023","1948.4"
"702","Shellfish, fresh or frozen ","Canada","Million dollars","2022","2292.6"
"703","Shellfish, fresh or frozen ","Canada","Million dollars","2021","2945.3"
"704","Shellfish, fresh or frozen ","Canada","Million dollars","2020","1645.7"
"705","Shellfish, fresh or frozen ","Canada","Million dollars","2019","1901.7"
"706","Shellfish, fresh or frozen ","Canada","Million dollars","2018","1727.4"
"707","Shellfish, fresh or frozen ","Canada","Million dollars","2017","1690.2"
"708","Shellfish, fresh or frozen ","Canada","Million dollars","2016","1576.6"
"709","Shellfish, fresh or frozen ","Canada","Million dollars","2015","1614.9"
"710","Shellfish, fresh or frozen ","Canada","Million dollars","2014","1547.1"
"711","Shellfish, fresh or frozen ","Canada","Million dollars","2013","1396.6"
"712","Shellfish, fresh or frozen ","Canada","Million dollars","2012","1231.8"
"713","Shellfish, fresh or frozen ","Canada","Million dollars","2011","1276.9000000000001"
"714","Shellfish, fresh or frozen ","Canada","Million dollars","2010","1069.4000000000001"
"715","Shellfish, fresh or frozen ","Canada","Million dollars","2009","955.2"
"716","Shellfish, fresh or frozen ","Canada","Million dollars","2008","1083.3"
"717","Shellfish, fresh or frozen ","Canada","Million dollars","2007","1087.9000000000001"
"718","Shellfish, fresh or frozen ","Canada","Million dollars","2006","988.3"
"719","Shellfish, fresh or frozen ","Canada","Million dollars","2005","987.7"
"720","Shellfish, fresh or frozen ","Canada","Million dollars","2004","1059.8"
"721","Shellfish, fresh or frozen ","Canada","Million dollars","2003","1055.8"
"722","Shellfish, fresh or frozen ","Canada","Million dollars","2002","924"
"723","Shellfish, fresh or frozen ","Canada","Million dollars","2001","855.2"
"724","Shellfish, fresh or frozen ","Canada","Million dollars","2000","823.7"
"725","Shellfish, fresh or frozen ","Canada","Million dollars","1999","681.4"
"726","Shellfish, fresh or frozen ","India","Million dollars","2023","1912.7"
"727","Shellfish, fresh or frozen ","India","Million dollars","2022","2250.1"
"728","Shellfish, fresh or frozen ","India","Million dollars","2021","2591.3000000000002"
"729","Shellfish, fresh or frozen ","India","Million dollars","2020","1986.9"
"730","Shellfish, fresh or frozen ","India","Million dollars","2019","2343.8000000000002"
"731","Shellfish, fresh or frozen ","India","Million dollars","2018","2035.1"
"732","Shellfish, fresh or frozen ","India","Million dollars","2017","2014.6"
"733","Shellfish, fresh or frozen ","India","Million dollars","2016","1421.2"
"734","Shellfish, fresh or frozen ","India","Million dollars","2015","1210.5999999999999"
"735","Shellfish, fresh or frozen ","India","Million dollars","2014","1297.4000000000001"
"736","Shellfish, fresh or frozen ","India","Million dollars","2013","960"
"737","Shellfish, fresh or frozen ","India","Million dollars","2012","584.9"
"738","Shellfish, fresh or frozen ","India","Million dollars","2011","534.5"
"739","Shellfish, fresh or frozen ","India","Million dollars","2010","317.5"
"740","Shellfish, fresh or frozen ","India","Million dollars","2009","166.5"
"741","Shellfish, fresh or frozen ","India","Million dollars","2008","162.1"
"742","Shellfish, fresh or frozen ","India","Million dollars","2007","207.6"
"743","Shellfish, fresh or frozen ","India","Million dollars","2006","273"
"744","Shellfish, fresh or frozen ","India","Million dollars","2005","327.8"
"745","Shellfish, fresh or frozen ","India","Million dollars","2004","364.9"
"746","Shellfish, fresh or frozen ","India","Million dollars","2003","415.9"
"747","Shellfish, fresh or frozen ","India","Million dollars","2002","369.1"
"748","Shellfish, fresh or frozen ","India","Million dollars","2001","266"
"749","Shellfish, fresh or frozen ","India","Million dollars","2000","251.1"
"750","Shellfish, fresh or frozen ","India","Million dollars","1999","171.4"
"751","Shellfish, fresh or frozen ","Ecuador","Million dollars","2023","1318.8"
"752","Shellfish, fresh or frozen ","Ecuador","Million dollars","2022","1424.1"
"753","Shellfish, fresh or frozen ","Ecuador","Million dollars","2021","1308.4000000000001"
"754","Shellfish, fresh or frozen ","Ecuador","Million dollars","2020","744.6"
"755","Shellfish, fresh or frozen ","Ecuador","Million dollars","2019","526.4"
"756","Shellfish, fresh or frozen ","Ecuador","Million dollars","2018","506.2"
"757","Shellfish, fresh or frozen ","Ecuador","Million dollars","2017","564.29999999999995"
"758","Shellfish, fresh or frozen ","Ecuador","Million dollars","2016","575"
"759","Shellfish, fresh or frozen ","Ecuador","Million dollars","2015","615.6"
"760","Shellfish, fresh or frozen ","Ecuador","Million dollars","2014","882.4"
"761","Shellfish, fresh or frozen ","Ecuador","Million dollars","2013","642.29999999999995"
"762","Shellfish, fresh or frozen ","Ecuador","Million dollars","2012","549.20000000000005"
"763","Shellfish, fresh or frozen ","Ecuador","Million dollars","2011","523.4"
"764","Shellfish, fresh or frozen ","Ecuador","Million dollars","2010","404.3"
"765","Shellfish, fresh or frozen ","Ecuador","Million dollars","2009","326.10000000000002"
"766","Shellfish, fresh or frozen ","Ecuador","Million dollars","2008","336.6"
"767","Shellfish, fresh or frozen ","Ecuador","Million dollars","2007","306.10000000000002"
"768","Shellfish, fresh or frozen ","Ecuador","Million dollars","2006","317.60000000000002"
"769","Shellfish, fresh or frozen ","Ecuador","Million dollars","2005","264.3"
"770","Shellfish, fresh or frozen ","Ecuador","Million dollars","2004","206.3"
"771","Shellfish, fresh or frozen ","Ecuador","Million dollars","2003","208.4"
"772","Shellfish, fresh or frozen ","Ecuador","Million dollars","2002","194.5"
"773","Shellfish, fresh or frozen ","Ecuador","Million dollars","2001","218.9"
"774","Shellfish, fresh or frozen ","Ecuador","Million dollars","2000","195"
"775","Shellfish, fresh or frozen ","Ecuador","Million dollars","1999","409"
"776","Shellfish, fresh or frozen ","Indonesia","Million dollars","2023","756.7"
"777","Shellfish, fresh or frozen ","Indonesia","Million dollars","2022","1028.5999999999999"
"778","Shellfish, fresh or frozen ","Indonesia","Million dollars","2021","1069"
"779","Shellfish, fresh or frozen ","Indonesia","Million dollars","2020","998.1"
"780","Shellfish, fresh or frozen ","Indonesia","Million dollars","2019","869.3"
"781","Shellfish, fresh or frozen ","Indonesia","Million dollars","2018","954.1"
"782","Shellfish, fresh or frozen ","Indonesia","Million dollars","2017","964.2"
"783","Shellfish, fresh or frozen ","Indonesia","Million dollars","2016","925.5"
"784","Shellfish, fresh or frozen ","Indonesia","Million dollars","2015","891.3"
"785","Shellfish, fresh or frozen ","Indonesia","Million dollars","2014","1121.4000000000001"
"786","Shellfish, fresh or frozen ","Indonesia","Million dollars","2013","784.1"
"787","Shellfish, fresh or frozen ","Indonesia","Million dollars","2012","588.6"
"788","Shellfish, fresh or frozen ","Indonesia","Million dollars","2011","607.4"
"789","Shellfish, fresh or frozen ","Indonesia","Million dollars","2010","440.1"
"790","Shellfish, fresh or frozen ","Indonesia","Million dollars","2009","423.8"
"791","Shellfish, fresh or frozen ","Indonesia","Million dollars","2008","562.1"
"792","Shellfish, fresh or frozen ","Indonesia","Million dollars","2007","400.8"
"793","Shellfish, fresh or frozen ","Indonesia","Million dollars","2006","374.6"
"794","Shellfish, fresh or frozen ","Indonesia","Million dollars","2005","349.7"
"795","Shellfish, fresh or frozen ","Indonesia","Million dollars","2004","332.6"
"796","Shellfish, fresh or frozen ","Indonesia","Million dollars","2003","169.3"
"797","Shellfish, fresh or frozen ","Indonesia","Million dollars","2002","143.1"
"798","Shellfish, fresh or frozen ","Indonesia","Million dollars","2001","154.80000000000001"
"799","Shellfish, fresh or frozen ","Indonesia","Million dollars","2000","186.2"
"800","Shellfish, fresh or frozen ","Indonesia","Million dollars","1999","161.6"
"801","Shellfish, fresh or frozen ","Vietnam","Million dollars","2023","298.60000000000002"
"802","Shellfish, fresh or frozen ","Vietnam","Million dollars","2022","341.5"
"803","Shellfish, fresh or frozen ","Vietnam","Million dollars","2021","477.1"
"804","Shellfish, fresh or frozen ","Vietnam","Million dollars","2020","266.3"
"805","Shellfish, fresh or frozen ","Vietnam","Million dollars","2019","157.4"
"806","Shellfish, fresh or frozen ","Vietnam","Million dollars","2018","276.8"
"807","Shellfish, fresh or frozen ","Vietnam","Million dollars","2017","317.10000000000002"
"808","Shellfish, fresh or frozen ","Vietnam","Million dollars","2016","389.1"
"809","Shellfish, fresh or frozen ","Vietnam","Million dollars","2015","406.2"
"810","Shellfish, fresh or frozen ","Vietnam","Million dollars","2014","677"
"811","Shellfish, fresh or frozen ","Vietnam","Million dollars","2013","484.6"
"812","Shellfish, fresh or frozen ","Vietnam","Million dollars","2012","355.8"
"813","Shellfish, fresh or frozen ","Vietnam","Million dollars","2011","387.5"
"814","Shellfish, fresh or frozen ","Vietnam","Million dollars","2010","416.2"
"815","Shellfish, fresh or frozen ","Vietnam","Million dollars","2009","333.5"
"816","Shellfish, fresh or frozen ","Vietnam","Million dollars","2008","412"
"817","Shellfish, fresh or frozen ","Vietnam","Million dollars","2007","400.9"
"818","Shellfish, fresh or frozen ","Vietnam","Million dollars","2006","349.2"
"819","Shellfish, fresh or frozen ","Vietnam","Million dollars","2005","360.2"
"820","Shellfish, fresh or frozen ","Vietnam","Million dollars","2004","281.8"
"821","Shellfish, fresh or frozen ","Vietnam","Million dollars","2003","476.3"
"822","Shellfish, fresh or frozen ","Vietnam","Million dollars","2002","375"
"823","Shellfish, fresh or frozen ","Vietnam","Million dollars","2001","314.39999999999998"
"824","Shellfish, fresh or frozen ","Vietnam","Million dollars","2000","193.3"
"825","Shellfish, fresh or frozen ","Vietnam","Million dollars","1999","83.2"
"826","Shellfish, fresh or frozen ","Argentina","Million dollars","2023","290.10000000000002"
"827","Shellfish, fresh or frozen ","Argentina","Million dollars","2022","341.8"
"828","Shellfish, fresh or frozen ","Argentina","Million dollars","2021","273.7"
"829","Shellfish, fresh or frozen ","Argentina","Million dollars","2020","247.5"
"830","Shellfish, fresh or frozen ","Argentina","Million dollars","2019","184.1"
"831","Shellfish, fresh or frozen ","Argentina","Million dollars","2018","170.2"
"832","Shellfish, fresh or frozen ","Argentina","Million dollars","2017","177.2"
"833","Shellfish, fresh or frozen ","Argentina","Million dollars","2016","122.5"
"834","Shellfish, fresh or frozen ","Argentina","Million dollars","2015","106.1"
"835","Shellfish, fresh or frozen ","Argentina","Million dollars","2014","103"
"836","Shellfish, fresh or frozen ","Argentina","Million dollars","2013","70.3"
"837","Shellfish, fresh or frozen ","Argentina","Million dollars","2012","44.5"
"838","Shellfish, fresh or frozen ","Argentina","Million dollars","2011","26.8"
"839","Shellfish, fresh or frozen ","Argentina","Million dollars","2010","11.4"
"840","Shellfish, fresh or frozen ","Argentina","Million dollars","2009","21.5"
"841","Shellfish, fresh or frozen ","Argentina","Million dollars","2008","19.3"
"842","Shellfish, fresh or frozen ","Argentina","Million dollars","2007","32.6"
"843","Shellfish, fresh or frozen ","Argentina","Million dollars","2006","27.2"
"844","Shellfish, fresh or frozen ","Argentina","Million dollars","2005","10"
"845","Shellfish, fresh or frozen ","Argentina","Million dollars","2004","18"
"846","Shellfish, fresh or frozen ","Argentina","Million dollars","2003","28.5"
"847","Shellfish, fresh or frozen ","Argentina","Million dollars","2002","39.1"
"848","Shellfish, fresh or frozen ","Argentina","Million dollars","2001","45.9"
"849","Shellfish, fresh or frozen ","Argentina","Million dollars","2000","23.3"
"850","Shellfish, fresh or frozen ","Argentina","Million dollars","1999","15.8"
