"","group","country","units","year","amount"
"488","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2011","129.30000000000001"
"489","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2010","170.9"
"490","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2009","130"
"491","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2008","80.7"
"492","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2007","65.400000000000006"
"493","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2006","78.900000000000006"
"494","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2005","77.8"
"495","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2004","62.4"
"496","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2003","59.8"
"497","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2002","29.6"
"498","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2001","13.1"
"499","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","2000","24"
"500","Cocoa paste, butter, and powder","Cote d'Ivoire","Million dollars","1999","30.2"
"501","Cocoa paste, butter, and powder","Indonesia","Million dollars","2023","230.7"
"502","Cocoa paste, butter, and powder","Indonesia","Million dollars","2022","196.9"
"503","Cocoa paste, butter, and powder","Indonesia","Million dollars","2021","229.8"
"504","Cocoa paste, butter, and powder","Indonesia","Million dollars","2020","257.5"
"505","Cocoa paste, butter, and powder","Indonesia","Million dollars","2019","312.10000000000002"
"506","Cocoa paste, butter, and powder","Indonesia","Million dollars","2018","363.6"
"507","Cocoa paste, butter, and powder","Indonesia","Million dollars","2017","305.10000000000002"
"508","Cocoa paste, butter, and powder","Indonesia","Million dollars","2016","241"
"509","Cocoa paste, butter, and powder","Indonesia","Million dollars","2015","267.2"
"510","Cocoa paste, butter, and powder","Indonesia","Million dollars","2014","251"
"511","Cocoa paste, butter, and powder","Indonesia","Million dollars","2013","159.6"
"512","Cocoa paste, butter, and powder","Indonesia","Million dollars","2012","156.5"
"513","Cocoa paste, butter, and powder","Indonesia","Million dollars","2011","166"
"514","Cocoa paste, butter, and powder","Indonesia","Million dollars","2010","122.3"
"515","Cocoa paste, butter, and powder","Indonesia","Million dollars","2009","99.3"
"516","Cocoa paste, butter, and powder","Indonesia","Million dollars","2008","138.5"
"517","Cocoa paste, butter, and powder","Indonesia","Million dollars","2007","83"
"518","Cocoa paste, butter, and powder","Indonesia","Million dollars","2006","63.6"
"519","Cocoa paste, butter, and powder","Indonesia","Million dollars","2005","68.400000000000006"
"520","Cocoa paste, butter, and powder","Indonesia","Million dollars","2004","62"
"521","Cocoa paste, butter, and powder","Indonesia","Million dollars","2003","59.9"
"522","Cocoa paste, butter, and powder","Indonesia","Million dollars","2002","49.9"
"523","Cocoa paste, butter, and powder","Indonesia","Million dollars","2001","46.8"
"524","Cocoa paste, butter, and powder","Indonesia","Million dollars","2000","43.9"
"525","Cocoa paste, butter, and powder","Indonesia","Million dollars","1999","56.5"
"526","Cocoa paste, butter, and powder","Malaysia","Million dollars","2023","215.1"
"527","Cocoa paste, butter, and powder","Malaysia","Million dollars","2022","207.6"
"528","Cocoa paste, butter, and powder","Malaysia","Million dollars","2021","159.69999999999999"
"529","Cocoa paste, butter, and powder","Malaysia","Million dollars","2020","195.5"
"530","Cocoa paste, butter, and powder","Malaysia","Million dollars","2019","189.9"
"531","Cocoa paste, butter, and powder","Malaysia","Million dollars","2018","116.5"
"532","Cocoa paste, butter, and powder","Malaysia","Million dollars","2017","124.9"
"533","Cocoa paste, butter, and powder","Malaysia","Million dollars","2016","126.9"
"534","Cocoa paste, butter, and powder","Malaysia","Million dollars","2015","127.4"
"535","Cocoa paste, butter, and powder","Malaysia","Million dollars","2014","183.2"
"536","Cocoa paste, butter, and powder","Malaysia","Million dollars","2013","131.30000000000001"
"537","Cocoa paste, butter, and powder","Malaysia","Million dollars","2012","142.6"
"538","Cocoa paste, butter, and powder","Malaysia","Million dollars","2011","274.10000000000002"
"539","Cocoa paste, butter, and powder","Malaysia","Million dollars","2010","304.8"
"540","Cocoa paste, butter, and powder","Malaysia","Million dollars","2009","239.6"
"541","Cocoa paste, butter, and powder","Malaysia","Million dollars","2008","255.2"
"542","Cocoa paste, butter, and powder","Malaysia","Million dollars","2007","120.5"
"543","Cocoa paste, butter, and powder","Malaysia","Million dollars","2006","107.3"
"544","Cocoa paste, butter, and powder","Malaysia","Million dollars","2005","111.6"
"545","Cocoa paste, butter, and powder","Malaysia","Million dollars","2004","109.5"
"546","Cocoa paste, butter, and powder","Malaysia","Million dollars","2003","89.6"
"547","Cocoa paste, butter, and powder","Malaysia","Million dollars","2002","38"
"548","Cocoa paste, butter, and powder","Malaysia","Million dollars","2001","47.1"
"549","Cocoa paste, butter, and powder","Malaysia","Million dollars","2000","43.2"
"550","Cocoa paste, butter, and powder","Malaysia","Million dollars","1999","56.8"
"551","Cocoa paste, butter, and powder","Netherlands","Million dollars","2023","207.3"
"552","Cocoa paste, butter, and powder","Netherlands","Million dollars","2022","246.1"
"553","Cocoa paste, butter, and powder","Netherlands","Million dollars","2021","199.2"
"554","Cocoa paste, butter, and powder","Netherlands","Million dollars","2020","157.6"
"555","Cocoa paste, butter, and powder","Netherlands","Million dollars","2019","163.19999999999999"
"556","Cocoa paste, butter, and powder","Netherlands","Million dollars","2018","141.30000000000001"
"557","Cocoa paste, butter, and powder","Netherlands","Million dollars","2017","183.2"
"558","Cocoa paste, butter, and powder","Netherlands","Million dollars","2016","195.2"
"559","Cocoa paste, butter, and powder","Netherlands","Million dollars","2015","133.30000000000001"
"560","Cocoa paste, butter, and powder","Netherlands","Million dollars","2014","155.6"
"561","Cocoa paste, butter, and powder","Netherlands","Million dollars","2013","191.4"
"562","Cocoa paste, butter, and powder","Netherlands","Million dollars","2012","257"
"563","Cocoa paste, butter, and powder","Netherlands","Million dollars","2011","282"
"564","Cocoa paste, butter, and powder","Netherlands","Million dollars","2010","242.4"
"565","Cocoa paste, butter, and powder","Netherlands","Million dollars","2009","154.5"
"566","Cocoa paste, butter, and powder","Netherlands","Million dollars","2008","119.2"
"567","Cocoa paste, butter, and powder","Netherlands","Million dollars","2007","94.6"
"568","Cocoa paste, butter, and powder","Netherlands","Million dollars","2006","112"
"569","Cocoa paste, butter, and powder","Netherlands","Million dollars","2005","120.8"
"570","Cocoa paste, butter, and powder","Netherlands","Million dollars","2004","149.30000000000001"
"571","Cocoa paste, butter, and powder","Netherlands","Million dollars","2003","164.1"
"572","Cocoa paste, butter, and powder","Netherlands","Million dollars","2002","113.3"
"573","Cocoa paste, butter, and powder","Netherlands","Million dollars","2001","91.1"
"574","Cocoa paste, butter, and powder","Netherlands","Million dollars","2000","70.3"
"575","Cocoa paste, butter, and powder","Netherlands","Million dollars","1999","64"
"576","Cocoa paste, butter, and powder","Ghana","Million dollars","2023","118"
"577","Cocoa paste, butter, and powder","Ghana","Million dollars","2022","133.5"
"578","Cocoa paste, butter, and powder","Ghana","Million dollars","2021","83.9"
"579","Cocoa paste, butter, and powder","Ghana","Million dollars","2020","56.3"
"580","Cocoa paste, butter, and powder","Ghana","Million dollars","2019","50"
"581","Cocoa paste, butter, and powder","Ghana","Million dollars","2018","53.4"
"582","Cocoa paste, butter, and powder","Ghana","Million dollars","2017","37.4"
"583","Cocoa paste, butter, and powder","Ghana","Million dollars","2016","44.7"
"584","Cocoa paste, butter, and powder","Ghana","Million dollars","2015","19.2"
"585","Cocoa paste, butter, and powder","Ghana","Million dollars","2014","32.700000000000003"
"586","Cocoa paste, butter, and powder","Ghana","Million dollars","2013","29.1"
"587","Cocoa paste, butter, and powder","Ghana","Million dollars","2012","51.5"
"588","Cocoa paste, butter, and powder","Ghana","Million dollars","2011","48.4"
"589","Cocoa paste, butter, and powder","Ghana","Million dollars","2010","86.3"
"590","Cocoa paste, butter, and powder","Ghana","Million dollars","2009","32.200000000000003"
"591","Cocoa paste, butter, and powder","Ghana","Million dollars","2008","5.8"
"592","Cocoa paste, butter, and powder","Ghana","Million dollars","2007","11.6"
"593","Cocoa paste, butter, and powder","Ghana","Million dollars","2006","10.1"
"594","Cocoa paste, butter, and powder","Ghana","Million dollars","2005","9.4"
"595","Cocoa paste, butter, and powder","Ghana","Million dollars","2004","10"
"596","Cocoa paste, butter, and powder","Ghana","Million dollars","2003","6.1"
"597","Cocoa paste, butter, and powder","Ghana","Million dollars","2002","12.7"
"598","Cocoa paste, butter, and powder","Ghana","Million dollars","2001","14"
"599","Cocoa paste, butter, and powder","Ghana","Million dollars","2000","11.9"
"600","Cocoa paste, butter, and powder","Ghana","Million dollars","1999","5"
"601","Cocoa paste, butter, and powder","Ecuador","Million dollars","2023","64.599999999999994"
"602","Cocoa paste, butter, and powder","Ecuador","Million dollars","2022","44.6"
"603","Cocoa paste, butter, and powder","Ecuador","Million dollars","2021","35.299999999999997"
"604","Cocoa paste, butter, and powder","Ecuador","Million dollars","2020","50.9"
"605","Cocoa paste, butter, and powder","Ecuador","Million dollars","2019","22.9"
"606","Cocoa paste, butter, and powder","Ecuador","Million dollars","2018","10.6"
"607","Cocoa paste, butter, and powder","Ecuador","Million dollars","2017","14.9"
"608","Cocoa paste, butter, and powder","Ecuador","Million dollars","2016","23"
"609","Cocoa paste, butter, and powder","Ecuador","Million dollars","2015","12.7"
"610","Cocoa paste, butter, and powder","Ecuador","Million dollars","2014","20.100000000000001"
"611","Cocoa paste, butter, and powder","Ecuador","Million dollars","2013","17"
"612","Cocoa paste, butter, and powder","Ecuador","Million dollars","2012","6.6"
"613","Cocoa paste, butter, and powder","Ecuador","Million dollars","2011","11.2"
"614","Cocoa paste, butter, and powder","Ecuador","Million dollars","2010","8.9"
"615","Cocoa paste, butter, and powder","Ecuador","Million dollars","2009","10.5"
"616","Cocoa paste, butter, and powder","Ecuador","Million dollars","2008","19.7"
"617","Cocoa paste, butter, and powder","Ecuador","Million dollars","2007","0.7"
"618","Cocoa paste, butter, and powder","Ecuador","Million dollars","2006","2.2000000000000002"
"619","Cocoa paste, butter, and powder","Ecuador","Million dollars","2005","8.9"
"620","Cocoa paste, butter, and powder","Ecuador","Million dollars","2004","11.8"
"621","Cocoa paste, butter, and powder","Ecuador","Million dollars","2003","13.9"
"622","Cocoa paste, butter, and powder","Ecuador","Million dollars","2002","4.8"
"623","Cocoa paste, butter, and powder","Ecuador","Million dollars","2001","11.4"
"624","Cocoa paste, butter, and powder","Ecuador","Million dollars","2000","21.7"
"625","Cocoa paste, butter, and powder","Ecuador","Million dollars","1999","17.899999999999999"
"626","Cocoa paste, butter, and powder","Canada","Million dollars","2023","54.7"
"627","Cocoa paste, butter, and powder","Canada","Million dollars","2022","52.3"
"628","Cocoa paste, butter, and powder","Canada","Million dollars","2021","41.4"
"629","Cocoa paste, butter, and powder","Canada","Million dollars","2020","37.700000000000003"
"630","Cocoa paste, butter, and powder","Canada","Million dollars","2019","17.899999999999999"
"631","Cocoa paste, butter, and powder","Canada","Million dollars","2018","23.9"
"632","Cocoa paste, butter, and powder","Canada","Million dollars","2017","33.5"
"633","Cocoa paste, butter, and powder","Canada","Million dollars","2016","33.700000000000003"
"634","Cocoa paste, butter, and powder","Canada","Million dollars","2015","30.6"
"635","Cocoa paste, butter, and powder","Canada","Million dollars","2014","24.2"
"636","Cocoa paste, butter, and powder","Canada","Million dollars","2013","35.9"
"637","Cocoa paste, butter, and powder","Canada","Million dollars","2012","29.8"
"638","Cocoa paste, butter, and powder","Canada","Million dollars","2011","32"
"639","Cocoa paste, butter, and powder","Canada","Million dollars","2010","34.299999999999997"
"640","Cocoa paste, butter, and powder","Canada","Million dollars","2009","19.899999999999999"
"641","Cocoa paste, butter, and powder","Canada","Million dollars","2008","15.8"
"642","Cocoa paste, butter, and powder","Canada","Million dollars","2007","15.9"
"643","Cocoa paste, butter, and powder","Canada","Million dollars","2006","18.600000000000001"
"644","Cocoa paste, butter, and powder","Canada","Million dollars","2005","13"
"645","Cocoa paste, butter, and powder","Canada","Million dollars","2004","16.100000000000001"
"646","Cocoa paste, butter, and powder","Canada","Million dollars","2003","18.7"
"647","Cocoa paste, butter, and powder","Canada","Million dollars","2002","11.6"
"648","Cocoa paste, butter, and powder","Canada","Million dollars","2001","13.2"
"649","Cocoa paste, butter, and powder","Canada","Million dollars","2000","13.2"
"650","Cocoa paste, butter, and powder","Canada","Million dollars","1999","13.4"
"651","Cocoa paste, butter, and powder","Spain","Million dollars","2023","38.299999999999997"
"652","Cocoa paste, butter, and powder","Spain","Million dollars","2022","33.1"
"653","Cocoa paste, butter, and powder","Spain","Million dollars","2021","25.3"
"654","Cocoa paste, butter, and powder","Spain","Million dollars","2020","22.8"
"655","Cocoa paste, butter, and powder","Spain","Million dollars","2019","20.9"
"656","Cocoa paste, butter, and powder","Spain","Million dollars","2018","27.6"
"657","Cocoa paste, butter, and powder","Spain","Million dollars","2017","35.299999999999997"
"658","Cocoa paste, butter, and powder","Spain","Million dollars","2016","27.5"
"659","Cocoa paste, butter, and powder","Spain","Million dollars","2015","19.2"
"660","Cocoa paste, butter, and powder","Spain","Million dollars","2014","25.1"
"661","Cocoa paste, butter, and powder","Spain","Million dollars","2013","33.9"
"662","Cocoa paste, butter, and powder","Spain","Million dollars","2012","47.3"
"663","Cocoa paste, butter, and powder","Spain","Million dollars","2011","48.7"
"664","Cocoa paste, butter, and powder","Spain","Million dollars","2010","35.5"
"665","Cocoa paste, butter, and powder","Spain","Million dollars","2009","13.9"
"666","Cocoa paste, butter, and powder","Spain","Million dollars","2008","12.8"
"667","Cocoa paste, butter, and powder","Spain","Million dollars","2007","14.6"
"668","Cocoa paste, butter, and powder","Spain","Million dollars","2006","6.5"
"669","Cocoa paste, butter, and powder","Spain","Million dollars","2005","7.3"
"670","Cocoa paste, butter, and powder","Spain","Million dollars","2004","9.8000000000000007"
"671","Cocoa paste, butter, and powder","Spain","Million dollars","2003","9.3000000000000007"
"672","Cocoa paste, butter, and powder","Spain","Million dollars","2002","7.2"
"673","Cocoa paste, butter, and powder","Spain","Million dollars","2001","2.2000000000000002"
"674","Cocoa paste, butter, and powder","Spain","Million dollars","2000","1.9"
"675","Cocoa paste, butter, and powder","Spain","Million dollars","1999","2.6"
"676","Cocoa paste, butter, and powder","Rest of world","Million dollars","2023","225.4"
"677","Cocoa paste, butter, and powder","Rest of world","Million dollars","2022","294.5"
"678","Cocoa paste, butter, and powder","Rest of world","Million dollars","2021","261"
"679","Cocoa paste, butter, and powder","Rest of world","Million dollars","2020","231.8"
"680","Cocoa paste, butter, and powder","Rest of world","Million dollars","2019","301.10000000000002"
"681","Cocoa paste, butter, and powder","Rest of world","Million dollars","2018","277.2"
"682","Cocoa paste, butter, and powder","Rest of world","Million dollars","2017","309.60000000000002"
"683","Cocoa paste, butter, and powder","Rest of world","Million dollars","2016","359.3"
"684","Cocoa paste, butter, and powder","Rest of world","Million dollars","2015","324.39999999999998"
"685","Cocoa paste, butter, and powder","Rest of world","Million dollars","2014","312"
"686","Cocoa paste, butter, and powder","Rest of world","Million dollars","2013","257.8"
"687","Cocoa paste, butter, and powder","Rest of world","Million dollars","2012","313.3"
"688","Cocoa paste, butter, and powder","Rest of world","Million dollars","2011","414"
"689","Cocoa paste, butter, and powder","Rest of world","Million dollars","2010","419.9"
"690","Cocoa paste, butter, and powder","Rest of world","Million dollars","2009","274.10000000000002"
"691","Cocoa paste, butter, and powder","Rest of world","Million dollars","2008","380.3"
"692","Cocoa paste, butter, and powder","Rest of world","Million dollars","2007","295.3"
"693","Cocoa paste, butter, and powder","Rest of world","Million dollars","2006","304.60000000000002"
"694","Cocoa paste, butter, and powder","Rest of world","Million dollars","2005","255.5"
"695","Cocoa paste, butter, and powder","Rest of world","Million dollars","2004","235.5"
"696","Cocoa paste, butter, and powder","Rest of world","Million dollars","2003","247.9"
"697","Cocoa paste, butter, and powder","Rest of world","Million dollars","2002","143.80000000000001"
"698","Cocoa paste, butter, and powder","Rest of world","Million dollars","2001","99.5"
"699","Cocoa paste, butter, and powder","Rest of world","Million dollars","2000","120.4"
"700","Cocoa paste, butter, and powder","Rest of world","Million dollars","1999","120.2"
"701","Cocoa paste, butter, and powder","World","Million dollars","2023","1454.2"
"702","Cocoa paste, butter, and powder","World","Million dollars","2022","1494.2"
"703","Cocoa paste, butter, and powder","World","Million dollars","2021","1270.9000000000001"
"704","Cocoa paste, butter, and powder","World","Million dollars","2020","1264.0999999999999"
"705","Cocoa paste, butter, and powder","World","Million dollars","2019","1237.3"
"706","Cocoa paste, butter, and powder","World","Million dollars","2018","1126.7"
"707","Cocoa paste, butter, and powder","World","Million dollars","2017","1178.4000000000001"
"708","Cocoa paste, butter, and powder","World","Million dollars","2016","1233.4000000000001"
"709","Cocoa paste, butter, and powder","World","Million dollars","2015","1059.5999999999999"
"710","Cocoa paste, butter, and powder","World","Million dollars","2014","1185"
"711","Cocoa paste, butter, and powder","World","Million dollars","2013","997.4"
"712","Cocoa paste, butter, and powder","World","Million dollars","2012","1159"
"713","Cocoa paste, butter, and powder","World","Million dollars","2011","1405.7"
"714","Cocoa paste, butter, and powder","World","Million dollars","2010","1425.3"
"715","Cocoa paste, butter, and powder","World","Million dollars","2009","974"
"716","Cocoa paste, butter, and powder","World","Million dollars","2008","1028"
"717","Cocoa paste, butter, and powder","World","Million dollars","2007","701.6"
"718","Cocoa paste, butter, and powder","World","Million dollars","2006","703.8"
"719","Cocoa paste, butter, and powder","World","Million dollars","2005","672.7"
"720","Cocoa paste, butter, and powder","World","Million dollars","2004","666.4"
"721","Cocoa paste, butter, and powder","World","Million dollars","2003","669.3"
"722","Cocoa paste, butter, and powder","World","Million dollars","2002","410.9"
"723","Cocoa paste, butter, and powder","World","Million dollars","2001","338.4"
"724","Cocoa paste, butter, and powder","World","Million dollars","2000","350.5"
"725","Cocoa paste, butter, and powder","World","Million dollars","1999","366.6"
"726","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2023","364"
"727","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2022","447.3"
"728","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2021","396.1"
"729","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2020","384.8"
"730","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2019","397.7"
"731","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2018","367.2"
"732","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2017","391.6"
"733","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2016","367"
"734","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2015","314.60000000000002"
"735","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2014","336.7"
"736","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2013","337.8"
"737","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2012","348.7"
"738","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2011","384.8"
"739","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2010","408"
"740","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2009","349.3"
"741","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2008","370.8"
"742","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2007","339.4"
"743","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2006","339.2"
"744","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2005","276.39999999999998"
"745","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2004","277.89999999999998"
"746","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2003","253.3"
"747","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2002","228.6"
"748","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2001","221.2"
"749","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2000","239.1"
"750","Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","1999","212.2"
"751","Chocolate","Canada","Million dollars","2023","1977.5"
"752","Chocolate","Canada","Million dollars","2022","1880.7"
"753","Chocolate","Canada","Million dollars","2021","1647"
"754","Chocolate","Canada","Million dollars","2020","1506.7"
"755","Chocolate","Canada","Million dollars","2019","1500.7"
"756","Chocolate","Canada","Million dollars","2018","1378.9"
"757","Chocolate","Canada","Million dollars","2017","1420.9"
"758","Chocolate","Canada","Million dollars","2016","1411.8"
"759","Chocolate","Canada","Million dollars","2015","1290.3"
"760","Chocolate","Canada","Million dollars","2014","1153.0999999999999"
"761","Chocolate","Canada","Million dollars","2013","1010.1"
"762","Chocolate","Canada","Million dollars","2012","959.5"
"763","Chocolate","Canada","Million dollars","2011","908.5"
"764","Chocolate","Canada","Million dollars","2010","837.9"
"765","Chocolate","Canada","Million dollars","2009","627.4"
"766","Chocolate","Canada","Million dollars","2008","742.5"
"767","Chocolate","Canada","Million dollars","2007","709.9"
"768","Chocolate","Canada","Million dollars","2006","690"
"769","Chocolate","Canada","Million dollars","2005","699.2"
"770","Chocolate","Canada","Million dollars","2004","705.2"
"771","Chocolate","Canada","Million dollars","2003","686.2"
"772","Chocolate","Canada","Million dollars","2002","514"
"773","Chocolate","Canada","Million dollars","2001","442.8"
"774","Chocolate","Canada","Million dollars","2000","377.5"
"775","Chocolate","Canada","Million dollars","1999","332.8"
"776","Chocolate","Mexico","Million dollars","2023","598.20000000000005"
"777","Chocolate","Mexico","Million dollars","2022","560.9"
"778","Chocolate","Mexico","Million dollars","2021","477.8"
"779","Chocolate","Mexico","Million dollars","2020","517.9"
"780","Chocolate","Mexico","Million dollars","2019","526.4"
"781","Chocolate","Mexico","Million dollars","2018","458"
"782","Chocolate","Mexico","Million dollars","2017","496.2"
"783","Chocolate","Mexico","Million dollars","2016","466.7"
"784","Chocolate","Mexico","Million dollars","2015","450.2"
"785","Chocolate","Mexico","Million dollars","2014","411.5"
"786","Chocolate","Mexico","Million dollars","2013","419"
"787","Chocolate","Mexico","Million dollars","2012","416.4"
"788","Chocolate","Mexico","Million dollars","2011","411.2"
"789","Chocolate","Mexico","Million dollars","2010","349.7"
"790","Chocolate","Mexico","Million dollars","2009","302.89999999999998"
"791","Chocolate","Mexico","Million dollars","2008","167.2"
"792","Chocolate","Mexico","Million dollars","2007","104.4"
"793","Chocolate","Mexico","Million dollars","2006","90"
"794","Chocolate","Mexico","Million dollars","2005","94.6"
"795","Chocolate","Mexico","Million dollars","2004","74.8"
"796","Chocolate","Mexico","Million dollars","2003","60"
"797","Chocolate","Mexico","Million dollars","2002","42.6"
"798","Chocolate","Mexico","Million dollars","2001","31.7"
"799","Chocolate","Mexico","Million dollars","2000","29.6"
"800","Chocolate","Mexico","Million dollars","1999","25.8"
"801","Chocolate","Belgium","Million dollars","2023","203.6"
"802","Chocolate","Belgium","Million dollars","2022","180.2"
"803","Chocolate","Belgium","Million dollars","2021","158.6"
"804","Chocolate","Belgium","Million dollars","2020","125.9"
"805","Chocolate","Belgium","Million dollars","2019","148.6"
"806","Chocolate","Belgium","Million dollars","2018","139.30000000000001"
"807","Chocolate","Belgium","Million dollars","2017","156.80000000000001"
"808","Chocolate","Belgium","Million dollars","2016","136.9"
"809","Chocolate","Belgium","Million dollars","2015","122.3"
"810","Chocolate","Belgium","Million dollars","2014","128"
"811","Chocolate","Belgium","Million dollars","2013","120.3"
"812","Chocolate","Belgium","Million dollars","2012","116.3"
"813","Chocolate","Belgium","Million dollars","2011","111.8"
"814","Chocolate","Belgium","Million dollars","2010","86.5"
"815","Chocolate","Belgium","Million dollars","2009","76.5"
"816","Chocolate","Belgium","Million dollars","2008","86.9"
"817","Chocolate","Belgium","Million dollars","2007","99.8"
"818","Chocolate","Belgium","Million dollars","2006","86.6"
"819","Chocolate","Belgium","Million dollars","2005","73.099999999999994"
"820","Chocolate","Belgium","Million dollars","2004","67.8"
"821","Chocolate","Belgium","Million dollars","2003","59"
"822","Chocolate","Belgium","Million dollars","2002","48.7"
"823","Chocolate","Belgium","Million dollars","2001","52.8"
"824","Chocolate","Belgium","Million dollars","2000","45.9"
"825","Chocolate","Belgium","Million dollars","1999","45.2"
"826","Chocolate","Germany","Million dollars","2023","186.1"
"827","Chocolate","Germany","Million dollars","2022","162.80000000000001"
"828","Chocolate","Germany","Million dollars","2021","145.6"
"829","Chocolate","Germany","Million dollars","2020","134.69999999999999"
"830","Chocolate","Germany","Million dollars","2019","131.80000000000001"
"831","Chocolate","Germany","Million dollars","2018","146.80000000000001"
"832","Chocolate","Germany","Million dollars","2017","135.30000000000001"
"833","Chocolate","Germany","Million dollars","2016","116.6"
"834","Chocolate","Germany","Million dollars","2015","125.3"
"835","Chocolate","Germany","Million dollars","2014","156"
"836","Chocolate","Germany","Million dollars","2013","150.9"
"837","Chocolate","Germany","Million dollars","2012","132.1"
"838","Chocolate","Germany","Million dollars","2011","111.6"
"839","Chocolate","Germany","Million dollars","2010","89.3"
"840","Chocolate","Germany","Million dollars","2009","65.8"
"841","Chocolate","Germany","Million dollars","2008","68.099999999999994"
"842","Chocolate","Germany","Million dollars","2007","74.900000000000006"
"843","Chocolate","Germany","Million dollars","2006","58.8"
"844","Chocolate","Germany","Million dollars","2005","47.9"
"845","Chocolate","Germany","Million dollars","2004","43.7"
"846","Chocolate","Germany","Million dollars","2003","50.7"
"847","Chocolate","Germany","Million dollars","2002","50.5"
"848","Chocolate","Germany","Million dollars","2001","53.4"
"849","Chocolate","Germany","Million dollars","2000","37.5"
"850","Chocolate","Germany","Million dollars","1999","28.3"
"851","Chocolate","Poland","Million dollars","2023","140.80000000000001"
"852","Chocolate","Poland","Million dollars","2022","136.19999999999999"
"853","Chocolate","Poland","Million dollars","2021","100.6"
"854","Chocolate","Poland","Million dollars","2020","72.099999999999994"
"855","Chocolate","Poland","Million dollars","2019","67.7"
"856","Chocolate","Poland","Million dollars","2018","74.8"
"857","Chocolate","Poland","Million dollars","2017","53.9"
"858","Chocolate","Poland","Million dollars","2016","36.799999999999997"
"859","Chocolate","Poland","Million dollars","2015","30.1"
"860","Chocolate","Poland","Million dollars","2014","28.5"
"861","Chocolate","Poland","Million dollars","2013","27.6"
"862","Chocolate","Poland","Million dollars","2012","22.3"
"863","Chocolate","Poland","Million dollars","2011","16.600000000000001"
"864","Chocolate","Poland","Million dollars","2010","16.8"
"865","Chocolate","Poland","Million dollars","2009","14.4"
"866","Chocolate","Poland","Million dollars","2008","15.7"
"867","Chocolate","Poland","Million dollars","2007","18.3"
"868","Chocolate","Poland","Million dollars","2006","15.9"
"869","Chocolate","Poland","Million dollars","2005","10"
"870","Chocolate","Poland","Million dollars","2004","8.1"
"871","Chocolate","Poland","Million dollars","2003","8.9"
"872","Chocolate","Poland","Million dollars","2002","6.9"
"873","Chocolate","Poland","Million dollars","2001","5"
"874","Chocolate","Poland","Million dollars","2000","4.5"
"875","Chocolate","Poland","Million dollars","1999","3.1"
"876","Chocolate","Italy","Million dollars","2023","97"
"877","Chocolate","Italy","Million dollars","2022","103.8"
"878","Chocolate","Italy","Million dollars","2021","67.5"
"879","Chocolate","Italy","Million dollars","2020","58.7"
"880","Chocolate","Italy","Million dollars","2019","58.8"
"881","Chocolate","Italy","Million dollars","2018","51"
"882","Chocolate","Italy","Million dollars","2017","46.9"
"883","Chocolate","Italy","Million dollars","2016","41.1"
"884","Chocolate","Italy","Million dollars","2015","38.5"
"885","Chocolate","Italy","Million dollars","2014","41.2"
"886","Chocolate","Italy","Million dollars","2013","41.1"
"887","Chocolate","Italy","Million dollars","2012","31.2"
"888","Chocolate","Italy","Million dollars","2011","33.4"
"889","Chocolate","Italy","Million dollars","2010","24.8"
"890","Chocolate","Italy","Million dollars","2009","23.4"
