"","group","country","units","year","amount"
"1551","Fruit juices ","World","Million dollars","2023","3187.9"
"1552","Fruit juices ","World","Million dollars","2022","3102.6"
"1553","Fruit juices ","World","Million dollars","2021","2291.1"
"1554","Fruit juices ","World","Million dollars","2020","1822"
"1555","Fruit juices ","World","Million dollars","2019","2101.6999999999998"
"1556","Fruit juices ","World","Million dollars","2018","2247.5"
"1557","Fruit juices ","World","Million dollars","2017","1959.7"
"1558","Fruit juices ","World","Million dollars","2016","1798.7"
"1559","Fruit juices ","World","Million dollars","2015","1801.9"
"1560","Fruit juices ","World","Million dollars","2014","1890.8"
"1561","Fruit juices ","World","Million dollars","2013","1846.6"
"1562","Fruit juices ","World","Million dollars","2012","1835.6"
"1563","Fruit juices ","World","Million dollars","2011","1932.4"
"1564","Fruit juices ","World","Million dollars","2010","1405.4"
"1565","Fruit juices ","World","Million dollars","2009","1356"
"1566","Fruit juices ","World","Million dollars","2008","1920"
"1567","Fruit juices ","World","Million dollars","2007","1735.6"
"1568","Fruit juices ","World","Million dollars","2006","1145"
"1569","Fruit juices ","World","Million dollars","2005","1026.7"
"1570","Fruit juices ","World","Million dollars","2004","831.6"
"1571","Fruit juices ","World","Million dollars","2003","794.5"
"1572","Fruit juices ","World","Million dollars","2002","675.8"
"1573","Fruit juices ","World","Million dollars","2001","659.7"
"1574","Fruit juices ","World","Million dollars","2000","767"
"1575","Fruit juices ","World","Million dollars","1999","795.4"
"1576","Fruit juices ","World (quantity)","1,000 metric tons","2023","5"
"1577","Fruit juices ","World (quantity)","1,000 metric tons","2022","9.4"
"1578","Fruit juices ","World (quantity)","1,000 metric tons","2021","13.6"
"1579","Fruit juices ","World (quantity)","1,000 metric tons","2020","7.8"
"1580","Fruit juices ","World (quantity)","1,000 metric tons","2019","2.7"
"1581","Fruit juices ","World (quantity)","1,000 metric tons","2018","8.4"
"1582","Fruit juices ","World (quantity)","1,000 metric tons","2017","3.5"
"1583","Fruit juices ","World (quantity)","1,000 metric tons","2016","6.6"
"1584","Fruit juices ","World (quantity)","1,000 metric tons","2015","5.9"
"1585","Fruit juices ","World (quantity)","1,000 metric tons","2014","4.4000000000000004"
"1586","Fruit juices ","World (quantity)","1,000 metric tons","2013","0.6"
"1587","Fruit juices ","World (quantity)","1,000 metric tons","2012","0.5"
"1588","Fruit juices ","World (quantity)","1,000 metric tons","2011","0.8"
"1589","Fruit juices ","World (quantity)","1,000 metric tons","2010","0.1"
"1590","Fruit juices ","World (quantity)","1,000 metric tons","2009","0.1"
"1591","Fruit juices ","World (quantity)","1,000 metric tons","2008","0.3"
"1592","Fruit juices ","World (quantity)","1,000 metric tons","2007","0.7"
"1593","Fruit juices ","World (quantity)","1,000 metric tons","2006","1.2"
"1594","Fruit juices ","World (quantity)","1,000 metric tons","2005","0.9"
"1595","Fruit juices ","World (quantity)","1,000 metric tons","2004","0.8"
"1596","Fruit juices ","World (quantity)","1,000 metric tons","2003","0.6"
"1597","Fruit juices ","World (quantity)","1,000 metric tons","2002","0.5"
"1598","Fruit juices ","World (quantity)","1,000 metric tons","2001","0.7"
"1599","Fruit juices ","World (quantity)","1,000 metric tons","2000","0.5"
"1600","Fruit juices ","World (quantity)","1,000 metric tons","1999","0.3"
