"","group","country","units","year","amount"
"1085","Butter or spreads","France","Million dollars","2014","14"
"1086","Butter or spreads","France","Million dollars","2013","5.5"
"1087","Butter or spreads","France","Million dollars","2012","3.5"
"1088","Butter or spreads","France","Million dollars","2011","2.5"
"1089","Butter or spreads","France","Million dollars","2010","2.9"
"1090","Butter or spreads","France","Million dollars","2009","2.7"
"1091","Butter or spreads","France","Million dollars","2008","3.2"
"1092","Butter or spreads","France","Million dollars","2007","3.1"
"1093","Butter or spreads","France","Million dollars","2006","2.1"
"1094","Butter or spreads","France","Million dollars","2005","2"
"1095","Butter or spreads","France","Million dollars","2004","1.6"
"1096","Butter or spreads","France","Million dollars","2003","1.9"
"1097","Butter or spreads","France","Million dollars","2002","1.7"
"1098","Butter or spreads","France","Million dollars","2001","1.2"
"1099","Butter or spreads","France","Million dollars","2000","0.8"
"1100","Butter or spreads","France","Million dollars","1999","0.9"
"1101","Butter or spreads","India","Million dollars","2023","11.7"
"1102","Butter or spreads","India","Million dollars","2022","12.8"
"1103","Butter or spreads","India","Million dollars","2021","7.4"
"1104","Butter or spreads","India","Million dollars","2020","13"
"1105","Butter or spreads","India","Million dollars","2019","6.6"
"1106","Butter or spreads","India","Million dollars","2018","7.3"
"1107","Butter or spreads","India","Million dollars","2017","3.2"
"1108","Butter or spreads","India","Million dollars","2016","1.3"
"1109","Butter or spreads","India","Million dollars","2015","1.3"
"1110","Butter or spreads","India","Million dollars","2014","1.6"
"1111","Butter or spreads","India","Million dollars","2013","0.8"
"1112","Butter or spreads","India","Million dollars","2012","0.9"
"1113","Butter or spreads","India","Million dollars","2011","1.4"
"1114","Butter or spreads","India","Million dollars","2010","1.5"
"1115","Butter or spreads","India","Million dollars","2009","0.8"
"1116","Butter or spreads","India","Million dollars","2008","0.9"
"1117","Butter or spreads","India","Million dollars","2007","0.8"
"1118","Butter or spreads","India","Million dollars","2006","0.2"
"1119","Butter or spreads","India","Million dollars","2005","0.6"
"1120","Butter or spreads","India","Million dollars","2004","0.6"
"1121","Butter or spreads","India","Million dollars","2003","0.3"
"1122","Butter or spreads","India","Million dollars","2002","0.3"
"1123","Butter or spreads","India","Million dollars","2001","0.2"
"1124","Butter or spreads","India","Million dollars","2000","0.2"
"1125","Butter or spreads","India","Million dollars","1999","0.1"
"1126","Butter or spreads","Chile","Million dollars","2023","3.1"
"1127","Butter or spreads","Chile","Million dollars","2022","5"
"1128","Butter or spreads","Chile","Million dollars","2021","1.9"
"1129","Butter or spreads","Chile","Million dollars","2020","6.3"
"1130","Butter or spreads","Chile","Million dollars","2019","7.7"
"1131","Butter or spreads","Chile","Million dollars","2018","0.4"
"1132","Butter or spreads","Chile","Million dollars","2017","4.8"
"1133","Butter or spreads","Chile","Million dollars","2016","3.8"
"1134","Butter or spreads","Chile","Million dollars","2015","2.6"
"1135","Butter or spreads","Chile","Million dollars","2014","0.1"
"1136","Butter or spreads","Chile","Million dollars","2013","0"
"1137","Butter or spreads","Chile","Million dollars","2012","0.2"
"1138","Butter or spreads","Chile","Million dollars","2011","0"
"1139","Butter or spreads","Chile","Million dollars","2010","0"
"1140","Butter or spreads","Chile","Million dollars","2009","0"
"1141","Butter or spreads","Chile","Million dollars","2008","0"
"1142","Butter or spreads","Chile","Million dollars","2007","1.5"
"1143","Butter or spreads","Chile","Million dollars","2006","0.5"
"1144","Butter or spreads","Chile","Million dollars","2005","1"
"1145","Butter or spreads","Chile","Million dollars","2004","0.2"
"1146","Butter or spreads","Chile","Million dollars","2003","0"
"1147","Butter or spreads","Chile","Million dollars","2002","0"
"1148","Butter or spreads","Chile","Million dollars","2001","0"
"1149","Butter or spreads","Chile","Million dollars","2000","0"
"1150","Butter or spreads","Chile","Million dollars","1999","0"
"1151","Butter or spreads","Rest of world","Million dollars","2023","18.2"
"1152","Butter or spreads","Rest of world","Million dollars","2022","20.9"
"1153","Butter or spreads","Rest of world","Million dollars","2021","24.7"
"1154","Butter or spreads","Rest of world","Million dollars","2020","36.1"
"1155","Butter or spreads","Rest of world","Million dollars","2019","37.4"
"1156","Butter or spreads","Rest of world","Million dollars","2018","25.4"
"1157","Butter or spreads","Rest of world","Million dollars","2017","17.399999999999999"
"1158","Butter or spreads","Rest of world","Million dollars","2016","27.7"
"1159","Butter or spreads","Rest of world","Million dollars","2015","23"
"1160","Butter or spreads","Rest of world","Million dollars","2014","14.6"
"1161","Butter or spreads","Rest of world","Million dollars","2013","13.1"
"1162","Butter or spreads","Rest of world","Million dollars","2012","16.3"
"1163","Butter or spreads","Rest of world","Million dollars","2011","11.6"
"1164","Butter or spreads","Rest of world","Million dollars","2010","23.8"
"1165","Butter or spreads","Rest of world","Million dollars","2009","17.899999999999999"
"1166","Butter or spreads","Rest of world","Million dollars","2008","13.5"
"1167","Butter or spreads","Rest of world","Million dollars","2007","39.700000000000003"
"1168","Butter or spreads","Rest of world","Million dollars","2006","37.1"
"1169","Butter or spreads","Rest of world","Million dollars","2005","59.2"
"1170","Butter or spreads","Rest of world","Million dollars","2004","59.3"
"1171","Butter or spreads","Rest of world","Million dollars","2003","24.4"
"1172","Butter or spreads","Rest of world","Million dollars","2002","29.4"
"1173","Butter or spreads","Rest of world","Million dollars","2001","50.7"
"1174","Butter or spreads","Rest of world","Million dollars","2000","14.3"
"1175","Butter or spreads","Rest of world","Million dollars","1999","26.6"
"1176","Butter or spreads","World","Million dollars","2023","541.9"
"1177","Butter or spreads","World","Million dollars","2022","467.6"
"1178","Butter or spreads","World","Million dollars","2021","363"
"1179","Butter or spreads","World","Million dollars","2020","336.3"
"1180","Butter or spreads","World","Million dollars","2019","359.5"
"1181","Butter or spreads","World","Million dollars","2018","309"
"1182","Butter or spreads","World","Million dollars","2017","212.8"
"1183","Butter or spreads","World","Million dollars","2016","186.6"
"1184","Butter or spreads","World","Million dollars","2015","151"
"1185","Butter or spreads","World","Million dollars","2014","93.8"
"1186","Butter or spreads","World","Million dollars","2013","52"
"1187","Butter or spreads","World","Million dollars","2012","62.2"
"1188","Butter or spreads","World","Million dollars","2011","57.3"
"1189","Butter or spreads","World","Million dollars","2010","45.8"
"1190","Butter or spreads","World","Million dollars","2009","44.2"
"1191","Butter or spreads","World","Million dollars","2008","49"
"1192","Butter or spreads","World","Million dollars","2007","64.7"
"1193","Butter or spreads","World","Million dollars","2006","62.9"
"1194","Butter or spreads","World","Million dollars","2005","89"
"1195","Butter or spreads","World","Million dollars","2004","89.1"
"1196","Butter or spreads","World","Million dollars","2003","41.8"
"1197","Butter or spreads","World","Million dollars","2002","46.5"
"1198","Butter or spreads","World","Million dollars","2001","85.1"
"1199","Butter or spreads","World","Million dollars","2000","29.9"
"1200","Butter or spreads","World","Million dollars","1999","47.7"
"1201","Butter or spreads","World (quantity)","1,000 metric tons","2023","73"
"1202","Butter or spreads","World (quantity)","1,000 metric tons","2022","67.599999999999994"
"1203","Butter or spreads","World (quantity)","1,000 metric tons","2021","59.2"
"1204","Butter or spreads","World (quantity)","1,000 metric tons","2020","64.400000000000006"
"1205","Butter or spreads","World (quantity)","1,000 metric tons","2019","61"
"1206","Butter or spreads","World (quantity)","1,000 metric tons","2018","54.7"
"1207","Butter or spreads","World (quantity)","1,000 metric tons","2017","38.799999999999997"
"1208","Butter or spreads","World (quantity)","1,000 metric tons","2016","42.9"
"1209","Butter or spreads","World (quantity)","1,000 metric tons","2015","35.299999999999997"
"1210","Butter or spreads","World (quantity)","1,000 metric tons","2014","19.8"
"1211","Butter or spreads","World (quantity)","1,000 metric tons","2013","10.9"
"1212","Butter or spreads","World (quantity)","1,000 metric tons","2012","15.6"
"1213","Butter or spreads","World (quantity)","1,000 metric tons","2011","11.5"
"1214","Butter or spreads","World (quantity)","1,000 metric tons","2010","15.2"
"1215","Butter or spreads","World (quantity)","1,000 metric tons","2009","18.5"
"1216","Butter or spreads","World (quantity)","1,000 metric tons","2008","15.5"
"1217","Butter or spreads","World (quantity)","1,000 metric tons","2007","29.1"
"1218","Butter or spreads","World (quantity)","1,000 metric tons","2006","31.7"
"1219","Butter or spreads","World (quantity)","1,000 metric tons","2005","39.299999999999997"
"1220","Butter or spreads","World (quantity)","1,000 metric tons","2004","41.3"
"1221","Butter or spreads","World (quantity)","1,000 metric tons","2003","26.3"
"1222","Butter or spreads","World (quantity)","1,000 metric tons","2002","31"
"1223","Butter or spreads","World (quantity)","1,000 metric tons","2001","49.9"
"1224","Butter or spreads","World (quantity)","1,000 metric tons","2000","19.2"
"1225","Butter or spreads","World (quantity)","1,000 metric tons","1999","26.2"
