"","group","country","units","year","amount"
"502","Bird eggs ","Netherlands","Million dollars","2022","13.6"
"503","Bird eggs ","Netherlands","Million dollars","2021","6.7"
"504","Bird eggs ","Netherlands","Million dollars","2020","0.1"
"505","Bird eggs ","Netherlands","Million dollars","2019","0.6"
"506","Bird eggs ","Netherlands","Million dollars","2018","1"
"507","Bird eggs ","Netherlands","Million dollars","2017","6"
"508","Bird eggs ","Netherlands","Million dollars","2016","29.2"
"509","Bird eggs ","Netherlands","Million dollars","2015","16.399999999999999"
"510","Bird eggs ","Netherlands","Million dollars","2014","0"
"511","Bird eggs ","Netherlands","Million dollars","2013","0"
"512","Bird eggs ","Netherlands","Million dollars","2012","0"
"513","Bird eggs ","Netherlands","Million dollars","2011","0"
"514","Bird eggs ","Netherlands","Million dollars","2010","0"
"515","Bird eggs ","Netherlands","Million dollars","2009","0"
"516","Bird eggs ","Netherlands","Million dollars","2008","0.2"
"517","Bird eggs ","Netherlands","Million dollars","2007","0.4"
"518","Bird eggs ","Netherlands","Million dollars","2006","0.3"
"519","Bird eggs ","Netherlands","Million dollars","2005","0.6"
"520","Bird eggs ","Netherlands","Million dollars","2004","0"
"521","Bird eggs ","Netherlands","Million dollars","2003","0.6"
"522","Bird eggs ","Netherlands","Million dollars","2002","0.5"
"523","Bird eggs ","Netherlands","Million dollars","2001","0.6"
"524","Bird eggs ","Netherlands","Million dollars","2000","0.3"
"525","Bird eggs ","Netherlands","Million dollars","1999","0.2"
"526","Bird eggs ","China","Million dollars","2023","8.1"
"527","Bird eggs ","China","Million dollars","2022","6.8"
"528","Bird eggs ","China","Million dollars","2021","6"
"529","Bird eggs ","China","Million dollars","2020","7.5"
"530","Bird eggs ","China","Million dollars","2019","6.9"
"531","Bird eggs ","China","Million dollars","2018","7.4"
"532","Bird eggs ","China","Million dollars","2017","8"
"533","Bird eggs ","China","Million dollars","2016","7.6"
"534","Bird eggs ","China","Million dollars","2015","7.1"
"535","Bird eggs ","China","Million dollars","2014","6.6"
"536","Bird eggs ","China","Million dollars","2013","5"
"537","Bird eggs ","China","Million dollars","2012","6.8"
"538","Bird eggs ","China","Million dollars","2011","5.5"
"539","Bird eggs ","China","Million dollars","2010","4.3"
"540","Bird eggs ","China","Million dollars","2009","3.9"
"541","Bird eggs ","China","Million dollars","2008","5.2"
"542","Bird eggs ","China","Million dollars","2007","2.9"
"543","Bird eggs ","China","Million dollars","2006","3.7"
"544","Bird eggs ","China","Million dollars","2005","2.6"
"545","Bird eggs ","China","Million dollars","2004","2.8"
"546","Bird eggs ","China","Million dollars","2003","3.5"
"547","Bird eggs ","China","Million dollars","2002","3.5"
"548","Bird eggs ","China","Million dollars","2001","3.4"
"549","Bird eggs ","China","Million dollars","2000","3.5"
"550","Bird eggs ","China","Million dollars","1999","3.9"
"551","Bird eggs ","Thailand","Million dollars","2023","6.8"
"552","Bird eggs ","Thailand","Million dollars","2022","2.4"
"553","Bird eggs ","Thailand","Million dollars","2021","3.6"
"554","Bird eggs ","Thailand","Million dollars","2020","2.9"
"555","Bird eggs ","Thailand","Million dollars","2019","2.9"
"556","Bird eggs ","Thailand","Million dollars","2018","3.8"
"557","Bird eggs ","Thailand","Million dollars","2017","2.4"
"558","Bird eggs ","Thailand","Million dollars","2016","3"
"559","Bird eggs ","Thailand","Million dollars","2015","2.2999999999999998"
"560","Bird eggs ","Thailand","Million dollars","2014","1.9"
"561","Bird eggs ","Thailand","Million dollars","2013","1.7"
"562","Bird eggs ","Thailand","Million dollars","2012","1.8"
"563","Bird eggs ","Thailand","Million dollars","2011","1.1000000000000001"
"564","Bird eggs ","Thailand","Million dollars","2010","1.1000000000000001"
"565","Bird eggs ","Thailand","Million dollars","2009","1.1000000000000001"
"566","Bird eggs ","Thailand","Million dollars","2008","0.8"
"567","Bird eggs ","Thailand","Million dollars","2007","0.8"
"568","Bird eggs ","Thailand","Million dollars","2006","0.7"
"569","Bird eggs ","Thailand","Million dollars","2005","0.7"
"570","Bird eggs ","Thailand","Million dollars","2004","0.5"
"571","Bird eggs ","Thailand","Million dollars","2003","0.8"
"572","Bird eggs ","Thailand","Million dollars","2002","0.6"
"573","Bird eggs ","Thailand","Million dollars","2001","0.6"
"574","Bird eggs ","Thailand","Million dollars","2000","0.5"
"575","Bird eggs ","Thailand","Million dollars","1999","0.7"
"576","Bird eggs ","Turkey","Million dollars","2023","4.9000000000000004"
"577","Bird eggs ","Turkey","Million dollars","2022","5.7"
"578","Bird eggs ","Turkey","Million dollars","2021","0"
"579","Bird eggs ","Turkey","Million dollars","2020","0"
"580","Bird eggs ","Turkey","Million dollars","2019","0"
"581","Bird eggs ","Turkey","Million dollars","2018","0"
"582","Bird eggs ","Turkey","Million dollars","2017","0"
"583","Bird eggs ","Turkey","Million dollars","2016","0"
"584","Bird eggs ","Turkey","Million dollars","2015","0"
"585","Bird eggs ","Turkey","Million dollars","2014","0"
"586","Bird eggs ","Turkey","Million dollars","2013","0"
"587","Bird eggs ","Turkey","Million dollars","2012","0"
"588","Bird eggs ","Turkey","Million dollars","2011","0"
"589","Bird eggs ","Turkey","Million dollars","2010","0"
"590","Bird eggs ","Turkey","Million dollars","2009","0"
"591","Bird eggs ","Turkey","Million dollars","2008","0"
"592","Bird eggs ","Turkey","Million dollars","2007","0"
"593","Bird eggs ","Turkey","Million dollars","2006","0"
"594","Bird eggs ","Turkey","Million dollars","2005","0"
"595","Bird eggs ","Turkey","Million dollars","2004","0"
"596","Bird eggs ","Turkey","Million dollars","2003","0"
"597","Bird eggs ","Turkey","Million dollars","2002","0"
"598","Bird eggs ","Turkey","Million dollars","2001","0"
"599","Bird eggs ","Turkey","Million dollars","2000","0"
"600","Bird eggs ","Turkey","Million dollars","1999","0"
"601","Bird eggs ","Taiwan","Million dollars","2023","4"
"602","Bird eggs ","Taiwan","Million dollars","2022","5.8"
"603","Bird eggs ","Taiwan","Million dollars","2021","5.3"
"604","Bird eggs ","Taiwan","Million dollars","2020","6.3"
"605","Bird eggs ","Taiwan","Million dollars","2019","5.2"
"606","Bird eggs ","Taiwan","Million dollars","2018","4.5999999999999996"
"607","Bird eggs ","Taiwan","Million dollars","2017","5.4"
"608","Bird eggs ","Taiwan","Million dollars","2016","4.4000000000000004"
"609","Bird eggs ","Taiwan","Million dollars","2015","4.2"
"610","Bird eggs ","Taiwan","Million dollars","2014","4"
"611","Bird eggs ","Taiwan","Million dollars","2013","4.4000000000000004"
"612","Bird eggs ","Taiwan","Million dollars","2012","4"
"613","Bird eggs ","Taiwan","Million dollars","2011","3.5"
"614","Bird eggs ","Taiwan","Million dollars","2010","2.6"
"615","Bird eggs ","Taiwan","Million dollars","2009","2.4"
"616","Bird eggs ","Taiwan","Million dollars","2008","2.2999999999999998"
"617","Bird eggs ","Taiwan","Million dollars","2007","1.5"
"618","Bird eggs ","Taiwan","Million dollars","2006","1.3"
"619","Bird eggs ","Taiwan","Million dollars","2005","1.5"
"620","Bird eggs ","Taiwan","Million dollars","2004","1.2"
"621","Bird eggs ","Taiwan","Million dollars","2003","0.4"
"622","Bird eggs ","Taiwan","Million dollars","2002","0.3"
"623","Bird eggs ","Taiwan","Million dollars","2001","0.5"
"624","Bird eggs ","Taiwan","Million dollars","2000","0.6"
"625","Bird eggs ","Taiwan","Million dollars","1999","0.6"
"626","Bird eggs ","Rest of world","Million dollars","2023","18.600000000000001"
"627","Bird eggs ","Rest of world","Million dollars","2022","24.1"
"628","Bird eggs ","Rest of world","Million dollars","2021","8"
"629","Bird eggs ","Rest of world","Million dollars","2020","11.2"
"630","Bird eggs ","Rest of world","Million dollars","2019","12"
"631","Bird eggs ","Rest of world","Million dollars","2018","10.9"
"632","Bird eggs ","Rest of world","Million dollars","2017","7.9"
"633","Bird eggs ","Rest of world","Million dollars","2016","23.4"
"634","Bird eggs ","Rest of world","Million dollars","2015","92.8"
"635","Bird eggs ","Rest of world","Million dollars","2014","8.6999999999999993"
"636","Bird eggs ","Rest of world","Million dollars","2013","7.4"
"637","Bird eggs ","Rest of world","Million dollars","2012","5.0999999999999996"
"638","Bird eggs ","Rest of world","Million dollars","2011","4.9000000000000004"
"639","Bird eggs ","Rest of world","Million dollars","2010","2.7"
"640","Bird eggs ","Rest of world","Million dollars","2009","3.5"
"641","Bird eggs ","Rest of world","Million dollars","2008","4"
"642","Bird eggs ","Rest of world","Million dollars","2007","4.0999999999999996"
"643","Bird eggs ","Rest of world","Million dollars","2006","4.4000000000000004"
"644","Bird eggs ","Rest of world","Million dollars","2005","2.9"
"645","Bird eggs ","Rest of world","Million dollars","2004","3.3"
"646","Bird eggs ","Rest of world","Million dollars","2003","2.2000000000000002"
"647","Bird eggs ","Rest of world","Million dollars","2002","1.7"
"648","Bird eggs ","Rest of world","Million dollars","2001","1.4"
"649","Bird eggs ","Rest of world","Million dollars","2000","1.3"
"650","Bird eggs ","Rest of world","Million dollars","1999","1.1000000000000001"
"651","Bird eggs ","World","Million dollars","2023","128.80000000000001"
"652","Bird eggs ","World","Million dollars","2022","139.6"
"653","Bird eggs ","World","Million dollars","2021","94.5"
"654","Bird eggs ","World","Million dollars","2020","76"
"655","Bird eggs ","World","Million dollars","2019","75.2"
"656","Bird eggs ","World","Million dollars","2018","72"
"657","Bird eggs ","World","Million dollars","2017","74.900000000000006"
"658","Bird eggs ","World","Million dollars","2016","112.2"
"659","Bird eggs ","World","Million dollars","2015","178.9"
"660","Bird eggs ","World","Million dollars","2014","62.6"
"661","Bird eggs ","World","Million dollars","2013","41.7"
"662","Bird eggs ","World","Million dollars","2012","42.9"
"663","Bird eggs ","World","Million dollars","2011","41.8"
"664","Bird eggs ","World","Million dollars","2010","39.9"
"665","Bird eggs ","World","Million dollars","2009","29.9"
"666","Bird eggs ","World","Million dollars","2008","47.4"
"667","Bird eggs ","World","Million dollars","2007","43.3"
"668","Bird eggs ","World","Million dollars","2006","31"
"669","Bird eggs ","World","Million dollars","2005","21.4"
"670","Bird eggs ","World","Million dollars","2004","32.6"
"671","Bird eggs ","World","Million dollars","2003","22.3"
"672","Bird eggs ","World","Million dollars","2002","28.2"
"673","Bird eggs ","World","Million dollars","2001","19.8"
"674","Bird eggs ","World","Million dollars","2000","17.7"
"675","Bird eggs ","World","Million dollars","1999","20.5"
