"","group","country","units","year","amount"
"991","Confections ","World","Million dollars","2008","1234.5999999999999"
"992","Confections ","World","Million dollars","2007","1219.4000000000001"
"993","Confections ","World","Million dollars","2006","1187.5"
"994","Confections ","World","Million dollars","2005","1176.0999999999999"
"995","Confections ","World","Million dollars","2004","1136.0999999999999"
"996","Confections ","World","Million dollars","2003","1103"
"997","Confections ","World","Million dollars","2002","899.3"
"998","Confections ","World","Million dollars","2001","765.6"
"999","Confections ","World","Million dollars","2000","753.5"
"1000","Confections ","World","Million dollars","1999","714.9"
"1001","Confections ","World (quantity)","1,000 metric tons","2023","867.7"
"1002","Confections ","World (quantity)","1,000 metric tons","2022","898.9"
"1003","Confections ","World (quantity)","1,000 metric tons","2021","797.6"
"1004","Confections ","World (quantity)","1,000 metric tons","2020","701.1"
"1005","Confections ","World (quantity)","1,000 metric tons","2019","701.3"
"1006","Confections ","World (quantity)","1,000 metric tons","2018","680.2"
"1007","Confections ","World (quantity)","1,000 metric tons","2017","636.29999999999995"
"1008","Confections ","World (quantity)","1,000 metric tons","2016","630.79999999999995"
"1009","Confections ","World (quantity)","1,000 metric tons","2015","588.29999999999995"
"1010","Confections ","World (quantity)","1,000 metric tons","2014","603.70000000000005"
"1011","Confections ","World (quantity)","1,000 metric tons","2013","556.5"
"1012","Confections ","World (quantity)","1,000 metric tons","2012","545.5"
"1013","Confections ","World (quantity)","1,000 metric tons","2011","543.79999999999995"
"1014","Confections ","World (quantity)","1,000 metric tons","2010","542.6"
"1015","Confections ","World (quantity)","1,000 metric tons","2009","513.1"
"1016","Confections ","World (quantity)","1,000 metric tons","2008","545"
"1017","Confections ","World (quantity)","1,000 metric tons","2007","559.6"
"1018","Confections ","World (quantity)","1,000 metric tons","2006","571.70000000000005"
"1019","Confections ","World (quantity)","1,000 metric tons","2005","559.1"
"1020","Confections ","World (quantity)","1,000 metric tons","2004","543.70000000000005"
"1021","Confections ","World (quantity)","1,000 metric tons","2003","502.3"
"1022","Confections ","World (quantity)","1,000 metric tons","2002","414.3"
"1023","Confections ","World (quantity)","1,000 metric tons","2001","361.3"
"1024","Confections ","World (quantity)","1,000 metric tons","2000","332.7"
"1025","Confections ","World (quantity)","1,000 metric tons","1999","311.7"
